koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
non-candidate,0,1,0,0,4.859386384,173.011469,2455006.011,0.0,1.259,2.2757,6044.3,0.0571,81.27,269.7,1,0.7838,6072.0,4.47,0.988,1.05,15.311
candidate,0,0,0,0,10.526294577,176.522462,2455009.522,0.0,0.644,2.5211,9768.0,0.088,88.69,482.3,1,0.742,5386.0,4.553,0.793,0.82,15.305
candidate,0,0,0,0,4.583520948,169.973972,2455002.974,0.0,0.045,2.7055,3812.1,0.0535,89.81,99.5,1,0.072,5815.0,4.54,0.877,0.973,15.287
candidate,0,0,0,0,3.76181843,171.90364,2455004.904,0.0,0.926,3.5176,510.6,0.047,75.62,35.9,1,0.3403,5653.0,4.472,0.949,0.974,15.257
candidate,0,0,0,0,8.20396958,169.69138,2455002.691,0.0,0.823,2.9667,1024.4,0.0735,86.43,54.4,2,0.5107,5015.0,4.499,0.826,0.785,15.376
candidate,0,0,0,0,14.49645186,143.41659,2454976.417,0.0,0.97,4.016,647.5,0.1074,84.34,25.7,2,0.85,5015.0,4.499,0.826,0.785,15.376
candidate,0,0,0,0,6.54626149,133.85964,2454966.86,0.0,0.644,2.75,655.9,0.0668,87.46,24.8,5,0.73,5251.0,4.581,0.817,0.926,15.855
candidate,0,0,0,0,12.71809866,175.35526,2455008.355,0.0,0.427,3.0957,1149.4,0.0934,89.17,52.7,2,0.8866,4702.0,4.592,0.686,0.67,15.389
candidate,0,0,0,0,36.06588163,198.58423,2455031.584,0.0,0.26,4.3246,1563.8,0.1871,89.77,51.7,2,0.3424,4702.0,4.592,0.686,0.67,15.389
candidate,0,0,0,0,4.190425659,171.44122,2455004.441,0.0,0.458,2.8589,2877.4,0.0535,87.52,240.6,1,0.2448,6073.0,4.392,1.135,1.163,15.27
candidate,0,0,0,0,3.709870784,171.987982,2455004.988,0.0,0.023,3.0694,2020.3,0.0471,89.86,116.1,1,0.1785,5727.0,4.463,0.978,1.013,15.581
candidate,0,0,0,0,16.3297527,177.29506,2455010.295,0.0,0.791,6.271,1187.5,0.1255,86.59,74.6,1,0.4521,5878.0,4.444,0.987,0.989,15.447
candidate,0,0,0,0,27.807566216,186.713552,2455019.714,0.0,0.782,4.21587,25391.0,0.1711,88.96,748.1,1,0.7873,5862.0,4.584,0.785,0.865,15.482
candidate,0,0,0,0,80.8723469,203.895,2455036.895,0.0,0.527,11.195,3604.6,0.3577,89.4,160.9,1,0.4468,5510.0,4.222,1.238,0.932,15.201
non-candidate,0,1,1,0,3.166465862,172.002627,2455005.003,0.0,1.266,2.9381,4357.2,0.0371,71.8,122.1,1,0.9974,4968.0,4.575,0.704,0.68,15.999
candidate,0,0,0,0,24.99324319,138.68167,2454971.682,0.0,0.686,5.9409,269.6,0.1651,88.37,62.0,1,0.2311,5718.0,4.181,1.317,0.961,12.377
candidate,0,0,0,0,10.35533116,170.93729,2455003.937,0.0,0.029,3.1775,750.6,0.0895,89.93,49.2,1,0.0892,5501.0,4.462,0.918,0.891,15.018
candidate,0,0,0,0,16.08518937,180.28319,2455013.283,0.0,0.867,3.984,1442.4,0.1173,87.21,62.6,1,0.0625,5239.0,4.523,0.826,0.83,15.219
candidate,0,0,0,0,235.9986399,208.399822,2455041.4,0.0,0.778,8.2284,20715.0,0.6534,89.76,271.8,1,0.637,4245.0,4.627,0.657,0.666,15.172
candidate,0,0,0,0,7.49018305,174.95037,2455007.95,0.0,0.02,2.7297,1123.6,0.0703,89.95,53.0,4,0.8739,5103.0,4.562,0.787,0.823,15.599
candidate,0,0,0,0,36.2761238,201.2869,2455034.287,0.0,0.035,4.7865,1572.6,0.2012,89.97,45.5,4,0.1413,5103.0,4.562,0.787,0.823,15.599
candidate,0,0,0,0,17.46087931,137.26594,2454970.266,0.0,0.594,2.2641,812.4,0.1236,89.31,22.6,4,0.4718,5103.0,4.562,0.787,0.823,15.599
candidate,0,0,0,0,56.0560754,201.16578,2455034.166,0.0,0.018,4.685,1626.0,0.228,89.99,27.4,1,0.0766,3593.0,4.757,0.491,0.503,15.849
candidate,0,0,0,0,41.408316686,195.78745,2455028.787,0.0,0.377,5.0264,22839.0,0.2162,89.68,907.8,1,0.6138,5522.0,4.586,0.747,0.786,15.196
candidate,0,0,0,0,39.74893077,172.854644,2455005.855,0.0,0.881,7.3051,15179.0,0.2311,88.3,561.1,1,0.255,6122.0,4.487,0.964,1.041,15.344
candidate,0,0,0,0,5.715425977,174.87931,2455007.879,0.0,0.348,2.5242,908.1,0.0611,88.81,59.4,2,0.6565,5237.0,4.572,0.826,0.927,15.086
candidate,0,0,0,0,49.18394185,141.911924,2454974.912,0.0,0.035,11.3364,1646.2,0.2829,89.94,355.7,2,0.0115,5626.0,3.907,2.057,1.247,12.654
candidate,0,0,0,0,20.0261412,146.91109,2454979.911,0.0,0.957,1.611,421.2,0.1409,88.43,10.7,2,0.5513,5237.0,4.572,0.826,0.927,15.086
candidate,0,0,0,0,13.61014819,173.987319,2455006.987,0.0,1.081,2.594,5732.9,0.1061,86.94,184.1,1,0.9953,5697.0,4.46,0.903,0.857,15.06
non-candidate,0,1,1,1,10.44331991,175.4046,2455008.405,0.0,0.23,2.743,1159.8,0.0857,89.55,51.7,1,0.0106,4947.0,4.516,0.802,0.769,15.546
candidate,0,0,0,0,2.237489571,170.81914,2455003.819,0.0,0.128,1.8119,315.8,0.0325,89.23,30.7,1,0.6943,5265.0,4.58,0.81,0.91,15.001
non-candidate,0,1,0,0,5.851520671,173.8228336,2455006.823,0.0,0.211,3.11058,33004.0,0.0591,89.27,1630.4,1,0.5727,5532.0,4.53,0.806,0.804,15.33
candidate,0,0,0,0,3.167893418,172.147959,2455005.148,0.0,0.026,2.1814,781.2,0.0426,89.87,64.8,1,0.8648,5895.0,4.503,0.94,1.026,15.533
candidate,0,0,0,0,4.311780262,173.576483,2455006.576,0.0,0.196,2.7251,1154.0,0.0511,89.08,86.1,3,0.2117,5527.0,4.484,0.927,0.956,15.604
candidate,0,0,0,0,20.0504494,188.08821,2455021.088,0.0,0.383,4.556,840.9,0.1423,89.31,37.8,3,0.6485,5527.0,4.484,0.927,0.956,15.604
candidate,0,0,0,0,9.76734503,186.57718,2455019.577,0.0,0.9,1.6585,569.1,0.0881,87.68,21.1,3,0.9693,5527.0,4.484,0.927,0.956,15.604
candidate,0,0,0,0,119.0207044,222.236492,2455055.236,0.0,0.076,8.1405,7430.5,0.4582,89.96,223.5,1,0.0001,5453.0,4.342,1.062,0.904,15.085
candidate,0,0,0,0,190.3200468,312.68498,2455145.685,0.0,0.812,15.284,1141.7,0.6972,89.24,139.3,2,0.3816,5626.0,3.907,2.057,1.247,12.654
non-candidate,0,1,1,0,2.861159894,171.648106,2455004.648,0.0,0.965,1.8832,1014.3,0.0406,77.84,58.3,1,0.3767,6126.0,4.458,1.021,1.09,15.618
candidate,0,0,0,0,26.44439337,194.12074,2455027.121,0.0,0.03,3.9783,1843.5,0.1687,89.97,88.0,4,0.5769,5427.0,4.463,0.929,0.915,15.158
candidate,0,0,0,0,51.53997972,174.055011,2455007.055,0.0,0.183,6.3994,3644.3,0.2632,89.84,155.5,4,0.6609,5427.0,4.463,0.929,0.915,15.158
candidate,0,0,0,0,5.902245782,136.78393,2454969.784,0.0,0.209,2.9003,702.3,0.0621,89.23,59.3,4,0.1889,5427.0,4.463,0.929,0.915,15.158
candidate,0,0,0,0,2.382951591,135.080841,2454968.081,0.0,0.479,1.8876,391.6,0.0339,86.85,41.4,4,0.9092,5427.0,4.463,0.929,0.915,15.158
candidate,0,0,0,0,21.02250608,207.67593,2455040.676,0.0,0.036,4.1072,1772.5,0.1378,89.95,62.4,2,0.1875,5067.0,4.585,0.75,0.789,15.859
candidate,0,0,0,0,3.219814777,133.00406,2454966.004,0.0,0.06,2.0642,488.2,0.04,89.72,30.5,4,0.9338,5103.0,4.562,0.787,0.823,15.599
candidate,0,0,0,0,5.912273234,172.184012,2455005.184,0.0,0.17,2.3254,961.4,0.0537,89.51,62.8,2,0.3342,4072.0,4.696,0.57,0.586,15.036
candidate,0,0,0,0,8.98581901,175.68418,2455008.684,0.0,0.008,2.8606,881.3,0.0709,89.98,51.8,2,0.5514,4072.0,4.696,0.57,0.586,15.036
candidate,0,0,0,0,12.940668656,179.423014,2455012.423,0.0,0.897,2.4845,42450.0,0.1039,88.54,307.5,1,0.8178,5875.0,4.572,0.809,0.895,15.215
non-candidate,0,1,0,0,20.5452375,137.91394,2454970.914,0.0,0.95,2.517,218.5,0.1437,87.6,18.5,1,0.5266,5670.0,4.206,1.264,0.937,12.003
candidate,0,0,0,0,33.60123371,186.680343,2455019.68,0.0,0.67,4.4056,7425.9,0.1956,89.23,247.9,2,0.644,5149.0,4.447,0.93,0.882,15.262
candidate,0,0,0,0,6.76652928,138.0637,2454971.064,0.0,0.429,2.9004,450.7,0.0672,88.51,29.2,2,0.8655,5149.0,4.447,0.93,0.882,15.262
candidate,0,0,0,0,4.347288783,172.23343,2455005.233,0.0,0.025,2.1024,451.6,0.0524,89.91,39.7,1,0.4904,5754.0,4.345,1.122,1.014,15.024
candidate,0,0,0,0,4.601811819,169.98108,2455002.981,0.0,0.567,2.2607,755.9,0.0501,87.56,60.8,2,0.3969,4986.0,4.496,0.833,0.793,15.024
candidate,0,0,0,0,11.18719905,137.17814,2454970.178,0.0,0.387,3.252,353.6,0.0907,89.1,21.9,2,0.953,4986.0,4.496,0.833,0.793,15.024
candidate,0,0,0,0,4.220965778,170.622433,2455003.622,0.0,0.705,3.0854,2260.0,0.0418,85.03,157.8,1,0.6606,3837.0,4.747,0.517,0.544,15.692
non-candidate,0,1,0,0,6.998099523,171.898913,2455004.899,0.0,7.361,2.0488,20285.0,0.0698,79.0,192.3,1,0.3765,5612.0,4.566,0.829,0.926,15.877
candidate,0,0,0,0,5.95489993,170.955871,2455003.956,0.0,0.327,2.3892,1410.7,0.0554,89.0,87.2,3,0.5468,4261.0,4.641,0.633,0.64,15.019
candidate,0,0,0,0,12.03987488,181.22536,2455014.225,0.0,0.286,2.7363,1250.6,0.0886,89.51,57.6,3,0.7081,4261.0,4.641,0.633,0.64,15.019
candidate,0,0,0,0,20.83762895,132.08488,2454965.085,0.0,0.706,2.3734,439.0,0.1278,89.18,14.9,3,0.1071,4261.0,4.641,0.633,0.64,15.019
non-candidate,0,1,1,1,8.8111022,136.4568,2454969.457,0.0,1.223,5.0683,401.1,0.0919,67.15,76.8,1,0.2862,6200.0,3.8,2.404,1.333,12.759
candidate,0,0,0,0,23.58917143,173.81994,2455006.82,0.0,0.926,5.073,1200.7,0.1429,86.86,53.3,1,0.6279,4919.0,4.566,0.721,0.697,15.316
candidate,0,0,0,0,6.481633073,122.977657,2454955.978,0.0,0.833,3.784,298.5,0.0683,83.8,125.6,2,0.1321,5945.0,4.213,1.302,1.009,12.365
candidate,0,0,0,0,10.37168928,172.61729,2455005.617,0.0,0.537,3.035,1254.9,0.0873,88.66,64.5,2,0.5905,5121.0,4.457,0.888,0.822,15.193
candidate,0,0,0,0,3.96996298,137.75447,2454970.754,0.0,0.836,1.1757,299.2,0.046,86.81,15.0,2,0.0175,5121.0,4.457,0.888,0.822,15.193
candidate,0,0,0,0,4.40841331,172.18582,2455005.186,0.0,0.899,5.012,549.4,0.052,74.9,45.1,1,0.3585,6007.0,4.457,0.961,0.968,15.662
non-candidate,0,1,1,1,7.9426176,174.52563,2455007.526,0.0,0.942,6.703,1590.7,0.0789,77.16,60.4,1,0.0069,5811.0,4.521,0.926,1.036,15.26
candidate,0,0,0,0,226.8904775,207.35971,2455040.36,0.0,0.731,7.558,3136.4,0.6732,89.76,46.8,2,0.7699,5067.0,4.585,0.75,0.789,15.859
non-candidate,0,1,0,0,1.956811408,170.694208,2455003.694,0.0,1.091,2.1958,24905.0,0.0259,78.08,125.4,1,0.0,5209.0,4.657,0.603,0.602,15.533
candidate,0,0,0,0,2.688899233,170.1020904,2455003.102,0.0,0.001,2.11275,37492.0,0.0335,90.0,1011.6,1,0.0001,4820.0,4.667,0.639,0.699,15.766
candidate,0,0,0,0,9.439459486,177.186096,2455010.186,0.0,0.049,2.8979,3036.1,0.0837,89.89,175.2,3,0.4967,5097.0,4.597,0.779,0.891,15.067
candidate,0,0,0,0,11.523067458,131.969055,2454964.969,0.0,0.0,3.8757,507.3,0.1017,90.0,142.0,1,0.2451,5644.0,4.162,1.411,1.053,12.346
candidate,0,0,0,0,20.47748843,178.66786,2455011.668,0.0,0.497,2.8364,1382.4,0.1402,89.43,52.7,3,0.7467,5097.0,4.597,0.779,0.891,15.067
candidate,0,0,0,0,3.336123113,135.31623,2454968.316,0.0,0.252,1.9616,516.3,0.0418,88.88,41.6,3,0.5433,5097.0,4.597,0.779,0.891,15.067
candidate,0,0,0,0,8.01078456,170.20739,2455003.207,0.0,0.192,2.312,1333.6,0.0616,89.59,48.5,3,0.6403,3713.0,4.779,0.47,0.484,15.847
candidate,0,0,0,0,12.07134205,143.45948,2454976.459,0.0,0.014,4.3224,759.2,0.0809,89.96,31.0,3,1.0,3713.0,4.779,0.47,0.484,15.847
candidate,0,0,0,0,20.99587872,152.31554,2454985.316,0.0,0.228,2.6333,767.3,0.117,89.79,18.2,3,0.4223,3713.0,4.779,0.47,0.484,15.847
candidate,0,0,0,0,7.41113177,175.34754,2455008.348,0.0,0.712,2.5242,620.5,0.0748,87.54,50.4,1,0.1106,5849.0,4.517,0.919,1.014,15.031
non-candidate,0,1,0,0,1.000747038,169.974229,2455002.974,0.0,0.908,0.9967,1823.5,0.0175,77.28,147.4,1,0.9673,5472.0,4.499,0.79,0.718,15.419
candidate,0,0,0,0,8.884922995,169.991686,2455002.992,0.0,0.069,2.07004,16053.0,0.0786,89.89,388.2,1,0.1059,5332.0,4.5,0.843,0.821,15.264
candidate,0,0,0,0,8.09888906,176.623731,2455009.624,0.0,0.018,4.20241,6911.1,0.0832,89.93,435.9,1,0.0396,6214.0,4.442,1.076,1.169,15.261
candidate,0,0,0,0,10.00653012,176.96898,2455009.969,0.0,0.862,5.344,936.1,0.0933,83.94,71.9,1,0.3868,6063.0,4.47,1.001,1.079,15.063
candidate,0,0,0,0,17.855221681,146.596466,2454979.596,0.0,0.075,7.41287,9065.2,0.1491,89.79,915.7,1,0.4664,6823.0,4.308,1.367,1.386,11.353
candidate,0,0,0,0,12.732624065,176.939054,2455009.939,0.0,0.811,2.2083,6465.7,0.0881,88.53,210.5,1,0.6031,3950.0,4.721,0.541,0.563,15.75
candidate,0,0,0,0,83.92494032,236.76334,2455069.763,0.0,0.658,6.7904,7958.7,0.3031,89.54,182.1,1,0.3486,3960.0,4.746,0.509,0.526,15.754
candidate,0,0,0,0,5.007316661,173.433997,2455006.434,0.0,0.344,4.2362,6932.3,0.0556,87.87,431.4,1,0.1863,5865.0,4.563,0.827,0.914,15.813
candidate,0,0,0,0,2.211116989,170.150139,2455003.15,0.0,0.69,1.6485,724.2,0.0294,84.94,42.6,5,0.7136,4500.0,4.656,0.646,0.71,15.791
candidate,0,0,0,0,27.9541337,178.73791,2455011.738,0.0,0.063,3.95,942.5,0.1593,89.94,25.4,5,0.4131,4500.0,4.656,0.646,0.71,15.791
candidate,0,0,0,0,12.69104387,137.12594,2454970.126,0.0,0.008,3.7727,252.1,0.1072,89.98,60.2,2,0.0234,5869.0,4.024,1.626,1.019,12.935
non-candidate,0,1,0,0,4.409409243,171.89433,2455004.894,0.0,0.028,3.8636,12861.0,0.0491,89.83,85.8,1,0.2234,5600.0,4.368,0.975,0.811,15.403
candidate,0,0,0,0,16.23947096,175.569907,2455008.57,0.0,0.043,4.0374,2590.7,0.1229,89.92,123.8,3,0.1926,5191.0,4.564,0.837,0.937,15.258
candidate,0,0,0,0,6.308201629,174.047661,2455007.048,0.0,0.03,2.9785,1328.5,0.0654,89.9,86.2,3,0.4186,5191.0,4.564,0.837,0.937,15.258
candidate,0,0,0,0,2.052349884,169.890622,2455002.891,0.0,0.437,2.0778,14281.0,0.0322,86.76,1072.1,1,0.242,5855.0,4.393,1.08,1.049,15.257
candidate,0,0,0,0,9.7704486,175.71372,2455008.714,0.0,0.09,2.4517,1897.8,0.0714,89.84,58.0,3,0.5992,3906.0,4.73,0.509,0.508,15.777
candidate,0,0,0,0,5.169804269,172.63153,2455005.632,0.0,0.351,2.153,1037.4,0.0467,88.87,41.4,3,0.0683,3906.0,4.73,0.509,0.508,15.777
candidate,0,0,0,0,21.22261195,137.57403,2454970.574,0.0,0.02,6.5093,366.0,0.1506,89.96,114.9,2,0.6876,5945.0,4.213,1.302,1.009,12.365
candidate,0,0,0,0,20.09017037,147.97788,2454980.978,0.0,0.886,4.154,1432.1,0.1154,87.49,36.9,3,0.9929,3906.0,4.73,0.509,0.508,15.777
candidate,0,0,0,0,7.11373257,174.32351,2455007.324,0.0,0.334,2.1764,807.6,0.0551,89.21,44.4,3,0.474,3561.0,4.855,0.411,0.44,15.234
candidate,0,0,0,0,3.306551643,134.37211,2454967.372,0.0,0.001,1.8177,509.2,0.0331,90.0,37.8,3,0.7114,3561.0,4.855,0.411,0.44,15.234
candidate,0,0,0,0,15.36845737,147.38965,2454980.39,0.0,0.115,2.4714,756.1,0.0922,89.86,30.9,3,0.781,3561.0,4.855,0.411,0.44,15.234
candidate,0,0,0,0,13.81020318,172.33533,2455005.335,0.0,0.791,3.048,1309.7,0.1131,88.04,46.2,1,0.8902,5942.0,4.327,1.142,1.009,15.425
candidate,0,0,0,0,4.093578461,171.00954,2455004.01,0.0,0.93,2.5833,538.6,0.0514,79.95,36.4,2,0.4144,6077.0,4.471,0.999,1.077,15.399
candidate,0,0,0,0,105.145959,178.367,2455011.367,0.0,0.964,8.593,685.4,0.4471,88.39,15.4,2,0.1178,6077.0,4.471,0.999,1.077,15.399
candidate,0,0,0,0,10.8484518,171.80584,2455004.806,0.0,0.21,2.9993,1675.6,0.0815,89.57,64.5,2,0.4432,4201.0,4.682,0.591,0.609,15.058
candidate,0,0,0,0,6.66833241,137.43988,2454970.44,0.0,0.644,1.915,362.3,0.0589,88.24,14.2,2,0.8207,4201.0,4.682,0.591,0.609,15.058
candidate,0,0,0,0,4.082274889,169.6375652,2455002.638,0.0,0.093,3.23015,17859.0,0.0479,89.51,1669.1,1,0.7271,5655.0,4.581,0.794,0.886,15.198
candidate,0,0,0,0,3.886655224,169.73814,2455002.738,0.0,0.649,3.1646,581.6,0.0451,85.02,48.1,1,0.0989,5662.0,4.61,0.738,0.813,15.371
candidate,0,0,0,0,42.1406089,139.0604,2454972.06,0.0,0.045,5.083,895.5,0.2095,89.96,21.6,5,0.0049,4500.0,4.656,0.646,0.71,15.791
candidate,0,0,0,0,4.617490562,135.04909,2454968.049,0.0,0.649,2.2618,575.8,0.048,86.99,28.1,5,0.4625,4500.0,4.656,0.646,0.71,15.791
candidate,0,0,0,0,10.19849255,137.92067,2454970.921,0.0,0.714,2.4283,634.1,0.0814,88.27,21.4,5,0.9637,4500.0,4.656,0.646,0.71,15.791
non-candidate,0,0,1,0,5.795063956,172.697467,2455005.697,0.0,0.949,3.2496,1692.9,0.0613,81.1,119.4,1,0.9339,5865.0,4.563,0.827,0.914,15.289
candidate,0,0,0,0,7.15681552,174.13511,2455007.135,0.0,0.45,2.5882,867.0,0.0675,88.68,47.7,3,0.992,5029.0,4.494,0.838,0.798,15.46
candidate,0,0,0,0,17.64830851,133.54533,2454966.545,0.0,0.653,2.0873,763.3,0.1232,89.27,23.8,3,0.8186,5029.0,4.494,0.838,0.798,15.46
candidate,0,0,0,0,4.14810719,133.3881,2454966.388,0.0,0.093,2.535,175.2,0.0469,89.58,12.9,3,0.9253,5029.0,4.494,0.838,0.798,15.46
candidate,0,0,0,0,16.51410989,176.11686,2455009.117,0.0,0.395,4.1575,973.5,0.1199,89.22,55.9,4,0.4554,5527.0,4.488,0.866,0.841,15.223
candidate,0,0,0,0,30.1329298,190.38336,2455023.383,0.0,0.839,5.172,1015.8,0.179,88.21,44.8,4,0.0123,5527.0,4.488,0.866,0.841,15.223
candidate,0,0,0,0,4.79090809,136.31106,2454969.311,0.0,0.11,2.603,251.3,0.0525,89.55,21.2,4,0.2029,5527.0,4.488,0.866,0.841,15.223
candidate,0,0,0,0,31.71981013,142.82083,2454975.821,0.0,0.125,4.819,363.4,0.1975,89.86,63.1,2,0.6324,5869.0,4.024,1.626,1.019,12.935
candidate,0,0,0,0,99.6415962,198.68664,2455031.687,0.0,0.028,4.448,952.5,0.3973,89.99,22.7,4,0.8978,5527.0,4.488,0.866,0.841,15.223
candidate,0,0,0,0,4.708326451,171.446507,2455004.447,0.0,0.061,3.16114,7912.7,0.0539,89.71,633.4,1,0.3731,5560.0,4.246,1.21,0.94,15.113
non-candidate,0,0,1,1,16.37198661,172.75926,2455005.759,0.0,9.303,3.8449,4147.6,0.1052,74.37,54.5,1,0.1308,4187.0,4.656,0.592,0.58,15.654
candidate,0,0,0,0,5.392026903,171.72707,2455004.727,0.0,0.314,2.9804,1151.4,0.0583,88.67,77.4,1,0.2345,5198.0,4.589,0.801,0.915,15.651
candidate,0,0,0,0,2.494170338,170.852848,2455003.853,0.0,0.095,1.1221,863.7,0.0351,89.69,69.2,1,0.3378,5569.0,4.566,0.829,0.928,15.251
candidate,0,0,0,0,6.491682808,174.633553,2455007.634,0.0,0.535,4.301,7163.3,0.0715,87.17,502.3,2,0.9019,6123.0,4.413,1.107,1.159,15.649
non-candidate,0,1,1,1,3.044770796,172.01916,2455005.019,0.0,1.252,10.0134,1695.0,0.0386,33.39,203.5,1,0.5329,5525.0,4.603,0.753,0.843,15.621
candidate,0,0,0,0,3.855603916,170.6787843,2455003.679,0.0,0.348,3.2179,16653.0,0.0505,87.96,1173.9,1,0.1893,6033.0,4.46,1.046,1.153,15.272
non-candidate,0,0,1,1,3.855599139,170.67957,2455003.68,0.0,0.864,3.183,1030.9,0.0493,80.68,90.1,1,0.7528,5936.0,4.501,0.965,1.075,15.054
candidate,0,1,0,0,38.47876629,151.852812,2454984.853,0.0,0.003,5.04169,23530.0,0.2213,90.0,1077.8,1,0.0,5510.0,4.539,0.879,0.973,13.779
non-candidate,0,1,0,0,37.601661282,194.713383,2455027.713,0.0,0.408,8.30604,59130.0,0.219,89.42,1667.3,1,0.1243,6140.0,4.354,1.096,0.989,15.505
candidate,0,0,0,0,3.314947362,171.313058,2455004.313,0.0,0.799,1.8007,1398.2,0.0433,85.11,123.5,1,0.2093,5609.0,4.481,0.944,0.983,15.142
non-candidate,0,1,0,0,6.71969089,173.35776,2455006.358,0.0,0.985,3.0231,969.7,0.0654,80.64,45.4,1,0.226,5931.0,4.479,0.866,0.825,15.172
candidate,0,0,0,0,39.6431552,206.596798,2455039.597,0.0,0.062,6.5292,15664.0,0.215,89.93,690.3,2,0.1559,5231.0,4.455,0.9,0.844,15.011
non-candidate,0,1,0,0,51.42598578,173.535933,2455006.536,0.0,0.203,16.9422,66068.0,0.2904,89.59,1843.8,1,0.3473,6257.0,4.41,1.147,1.233,15.631
candidate,0,0,0,0,21.80451611,190.49737,2455023.497,0.0,0.751,3.4097,1144.9,0.1406,88.76,49.9,1,0.6929,5481.0,4.629,0.708,0.806,15.067
candidate,0,0,0,0,10.28194593,175.33988,2455008.34,0.0,0.168,3.4366,1110.7,0.088,89.59,55.0,3,0.575,5196.0,4.593,0.775,0.869,15.532
candidate,0,0,0,0,18.11993039,182.61535,2455015.615,0.0,0.206,4.2309,1506.9,0.1284,89.64,60.7,3,0.6188,5196.0,4.593,0.775,0.869,15.532
candidate,0,0,0,0,3.78402867,133.28133,2454966.281,0.0,0.691,1.9012,426.1,0.0452,86.54,25.6,3,0.4129,5196.0,4.593,0.775,0.869,15.532
candidate,0,0,0,0,5.15448142,171.6389,2455004.639,0.0,0.933,3.228,697.5,0.0546,80.1,48.1,1,0.0504,5431.0,4.457,0.884,0.816,15.365
non-candidate,0,1,0,0,33.80364366,202.259731,2455035.26,0.0,0.023,11.4813,13494.0,0.216,89.95,529.9,2,0.0,5855.0,3.999,1.796,1.174,13.109
candidate,0,0,0,0,5.743469797,174.898924,2455007.899,0.0,0.001,3.4412,1240.2,0.0625,90.0,79.7,1,0.6024,5897.0,4.531,0.891,0.983,15.543
candidate,0,0,0,0,39.4759093,173.31207,2455006.312,0.0,0.938,2.968,1012.6,0.2338,88.8,26.6,1,0.8332,6225.0,4.45,1.031,1.091,15.229
non-candidate,0,1,0,0,19.974485239,171.6300909,2455004.63,0.0,0.886,4.23479,40293.0,0.1476,88.39,1398.8,1,0.6241,6108.0,4.471,0.997,1.072,15.217
candidate,0,0,0,0,3.166353562,170.966145,2455003.966,0.0,0.032,3.3129,1473.4,0.0432,89.76,128.3,1,0.9072,6007.0,4.47,0.998,1.072,15.603
non-candidate,0,1,1,0,23.899634407,188.982797,2455021.983,0.0,1.245,3.81881,20953.0,0.162,87.92,547.8,1,0.0,6192.0,4.503,0.924,0.991,15.453
candidate,0,0,0,0,3.388012244,170.5336,2455003.534,0.0,0.433,2.6849,280.1,0.0434,87.2,30.6,4,0.8841,5553.0,4.221,1.25,0.949,15.065
candidate,0,0,0,0,5.83909761,132.09261,2454965.093,0.0,0.341,3.1915,273.6,0.0624,88.54,25.2,4,0.5748,5553.0,4.221,1.25,0.949,15.065
candidate,0,0,0,0,1.620467654,132.06388,2454965.064,0.0,0.271,2.1888,159.6,0.0265,87.2,22.7,4,0.3884,5553.0,4.221,1.25,0.949,15.065
candidate,0,0,0,0,10.6816951,131.55082,2454964.551,0.0,0.646,3.605,307.8,0.0933,87.92,21.9,4,0.192,5553.0,4.221,1.25,0.949,15.065
candidate,0,0,0,0,6.104849417,169.573477,2455002.573,0.0,0.041,4.6912,2090.3,0.0583,89.78,293.7,1,0.1812,5085.0,4.584,0.712,0.71,15.017
candidate,0,0,0,0,3.578780566,134.0304187,2454967.03,0.0,0.079,2.91089,11382.0,0.045,89.56,1838.4,1,0.2268,5524.0,4.421,0.994,0.95,13.938
non-candidate,0,1,1,0,3.187067566,171.64976,2455004.65,0.0,1.234,3.119,1037.4,0.0403,62.34,37.2,1,0.9295,5450.0,4.552,0.811,0.857,15.653
candidate,0,0,0,0,5.826657508,173.011411,2455006.011,0.0,0.033,2.9183,1539.1,0.0622,89.88,81.1,3,0.25,5561.0,4.362,1.06,0.943,15.843
candidate,0,0,0,0,12.41216347,142.54039,2454975.54,0.0,0.021,3.739,611.3,0.103,89.95,25.6,3,0.6822,5561.0,4.362,1.06,0.943,15.843
candidate,0,0,0,0,18.74649011,147.13074,2454980.131,0.0,0.508,3.895,796.8,0.1355,89.11,26.7,3,0.1836,5561.0,4.362,1.06,0.943,15.843
candidate,0,0,0,0,20.86021229,180.017757,2455013.018,0.0,0.066,5.1937,1910.5,0.1462,89.88,117.0,4,0.3528,6035.0,4.22,1.257,0.958,15.237
candidate,0,0,0,0,42.63427848,141.16954,2454974.17,0.0,0.142,6.1998,1719.3,0.2355,89.85,78.7,4,0.8478,6035.0,4.22,1.257,0.958,15.237
candidate,0,0,0,0,87.6476068,134.94222,2454967.942,0.0,0.147,8.871,1009.6,0.3807,89.89,37.5,4,0.1888,6035.0,4.22,1.257,0.958,15.237
candidate,0,0,0,0,9.61731426,142.47479,2454975.475,0.0,0.331,3.8692,234.0,0.0873,88.96,18.2,4,0.8716,6035.0,4.22,1.257,0.958,15.237
candidate,0,0,0,0,9.467821474,178.415842,2455011.416,0.0,0.081,2.4327,2237.0,0.0691,89.85,124.7,2,0.0813,3582.0,4.807,0.458,0.491,15.073
