koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
non-candidate,1,0,0,0,322.55663046,321.7790604,2455154.779,0.0,0.537,3.74,421.1,0.0851,88.5,23.0,2,0.4866,5767.0,4.438,1.0,0.974,12.75
non-candidate,1,0,1,1,7.2269859,136.1514,2454969.151,0.0,0.561,14.241,160.3,0.0616,80.36,26.2,1,0.324,4347.0,4.645,0.609,0.597,14.941
non-candidate,0,1,0,0,0.762724045,131.650802,2454964.651,0.0,1.252,1.98818,9782.2,0.0155,54.72,451.7,2,0.1052,5313.0,4.39,0.976,0.854,14.5
non-candidate,1,0,0,0,206.76425774,325.9501578,2455158.95,0.0,0.537,2.57,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.996
candidate,0,0,0,0,529.39169,387.3915,2455220.391,0.0,0.037,10.869,319.9,1.3401,89.95,12.1,1,0.4866,5283.0,3.699,2.504,1.144,13.156
non-candidate,1,0,0,0,362.49906,404.3391,2455237.339,0.0,0.5297,12.17,522.5,0.9847,89.95,10.3,1,0.4866,6043.0,4.369,1.065,0.968,15.259
non-candidate,1,0,0,0,190.65896,164.9278,2454997.928,0.0,0.9508,35.472,552.8,0.6264,86.52,18.3,1,0.4866,5508.0,4.549,0.835,0.9,15.043
candidate,0,0,0,0,509.997402,276.73122,2455109.731,0.0,0.0254,8.481,1267.0,1.1218,89.95,35.3,1,0.4866,5037.0,4.54,0.756,0.724,14.15
non-candidate,0,0,0,1,1.50650036,132.9895,2454965.99,0.0,0.684,2.762,45.4,0.0258,77.59,15.0,1,0.1369,6201.0,4.336,1.126,0.998,13.912
non-candidate,1,0,0,0,194.48732212,155.0535312,2454988.054,0.0,0.537,3.6,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.989
candidate,0,0,0,0,495.51899,452.8313,2455285.831,0.0,0.6052,3.592,297.6,1.2514,89.95,6.6,1,0.4866,6043.0,4.038,1.634,1.062,13.5
candidate,0,0,0,0,388.048463,295.8353,2455128.835,0.0,0.1973,3.456,149.6,1.1326,89.95,8.3,1,0.4866,5779.0,3.765,2.46,1.29,11.084
candidate,0,0,0,0,34.0269868,164.79638,2454997.796,0.0,0.5682,1.586,361.7,0.188,89.95,6.2,1,0.4866,4999.0,4.514,0.801,0.764,15.592
candidate,0,0,0,0,173.219879,201.2993,2455034.299,0.0,0.5113,1.875,239.5,0.6483,89.95,5.7,1,0.4866,6007.0,4.158,1.518,1.215,13.957
candidate,0,0,0,0,374.878133,491.064,2455324.064,0.0,0.626,10.556,914.6,1.0525,89.84,21.9,1,0.1008,5636.0,4.218,1.354,1.103,14.508
non-candidate,0,0,1,0,5.2362026,133.7395,2454966.74,0.0,1.379,3.148,2019.5,0.0637,73.32,28.2,1,-1.0,6176.0,4.112,1.631,1.255,14.786
non-candidate,1,0,0,0,48.55059299,148.6714009,2454981.671,0.0,0.537,1.79,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.227
candidate,0,0,0,0,511.882,533.7435,2455366.743,0.0,0.5102,4.822,610.0,1.2745,89.95,6.5,1,0.4866,6141.0,4.454,1.007,1.046,15.462
non-candidate,0,0,1,0,247.372131,277.35008,2455110.35,0.0,0.4257,3.271,513.4,0.7729,89.95,12.4,1,0.4866,5780.0,4.438,1.0,1.0,13.359
candidate,0,0,0,0,96.16705,134.6749,2454967.675,0.0,0.1194,2.775,270.7,0.3774,89.95,7.2,1,0.4866,5147.0,4.617,0.716,0.779,13.419
non-candidate,1,0,0,0,95.254421,181.4574,2455014.457,0.0,0.3116,3.379,465.4,0.4239,89.95,6.1,1,0.4866,6063.0,4.476,1.012,1.117,15.833
candidate,0,0,0,0,425.483539,149.0438,2454982.044,0.0,0.03,17.856,996.6,1.1546,89.99,19.6,1,0.0052,5977.0,4.473,1.022,1.133,15.807
candidate,0,0,0,0,208.800733,328.6955,2455161.695,0.0,0.3095,1.964,594.0,0.7266,89.95,4.9,1,0.4866,6208.0,4.372,1.168,1.175,15.239
non-candidate,0,1,0,0,7.863361238,131.685485,2454964.685,0.0,0.869,3.42771,18157.0,0.0769,86.22,723.3,1,0.1733,5615.0,4.136,1.4,0.976,12.524
non-candidate,1,0,0,0,120.16983803,222.0869054,2455055.087,0.0,0.537,3.19,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,12.138
candidate,0,0,0,0,113.71363032,179.5299204,2455012.53,0.0,0.537,2.45,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.499
candidate,0,0,0,0,17.634272,133.29332,2454966.293,0.0,0.1876,1.387,76.7,0.1296,89.95,9.7,1,0.4866,4885.0,3.815,1.979,0.933,12.31
non-candidate,0,1,1,1,0.745086745,131.82655,2454964.827,0.0,0.626,4.29,270.0,0.0151,61.82,61.4,1,0.8081,5325.0,4.607,0.75,0.84,15.489
non-candidate,1,0,0,0,247.47724314,195.2104849,2455028.21,0.0,0.537,7.6,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.78
candidate,0,0,0,0,208.047137,321.9021,2455154.902,0.0,0.1884,3.22,287.5,0.6345,89.95,6.9,1,0.4866,5991.0,4.175,1.2,0.784,13.934
candidate,0,0,0,0,30.561533,136.05488,2454969.055,0.0,0.0124,2.227,585.7,0.1661,89.95,6.9,1,0.4866,4294.0,4.609,0.664,0.654,15.871
candidate,0,0,0,0,6.10968225,133.80253,2454966.803,0.0,0.108,5.735,60.3,0.0596,89.24,18.6,1,0.0112,6024.0,4.309,1.009,0.756,13.328
candidate,0,0,0,0,292.09809,324.4378,2455157.438,0.0,0.5155,14.43,528.8,0.8541,89.95,11.4,1,0.4866,5955.0,4.534,0.883,0.972,15.003
non-candidate,0,0,1,0,11.8045536,141.8433,2454974.843,0.0,0.1533,3.195,128.9,0.0947,89.95,7.0,1,0.4866,4971.0,4.482,0.857,0.813,14.274
candidate,0,0,0,0,578.21623,347.643,2455180.643,0.0,0.3763,2.707,120.6,1.5655,89.95,3.5,1,0.4866,5166.0,3.6,3.244,1.529,11.619
candidate,0,0,0,0,56.648588,168.47002,2455001.47,0.0,0.769,4.534,648.9,0.2703,89.32,11.8,1,0.5723,5023.0,4.565,0.782,0.821,15.602
candidate,0,0,0,0,53.554546,160.3983,2454993.398,0.0,0.62,5.533,127.6,0.3144,89.4,8.9,1,0.2651,6039.0,3.76,2.622,1.442,11.47
non-candidate,0,1,0,1,3.1748772,133.7621,2454966.762,0.0,0.94,7.089,1741.0,0.0415,59.96,98.6,1,-1.0,5116.0,3.994,1.619,0.944,14.395
candidate,0,0,0,0,119.079642,134.0349,2454967.035,0.0,0.2275,16.268,422.5,0.6497,89.95,18.0,1,0.4866,4849.0,2.942,8.984,2.573,13.468
non-candidate,0,0,0,1,371.18648,260.7045,2455093.704,0.0,0.0845,19.929,317.9,1.0309,89.95,18.1,1,0.4866,6231.0,4.34,1.152,1.054,13.937
candidate,0,0,0,0,20.5858591,140.6753,2454973.675,0.0,0.7233,3.069,260.2,0.1302,88.81,6.6,1,0.4866,5523.0,4.526,0.753,0.695,15.306
non-candidate,0,1,0,0,10.90962154,135.36692,2454968.367,0.0,0.146,17.8024,499920.0,0.0896,88.93,2345.1,1,-1.0,5323.0,3.714,2.064,0.804,14.096
candidate,0,0,0,0,113.573945,216.47178,2455049.472,0.0,0.1359,3.007,249.6,0.4691,89.95,7.8,1,0.4866,5155.0,3.768,2.233,1.067,12.397
non-candidate,1,0,0,0,27.0779813,135.6789,2454968.679,0.0,0.957,138.54,347.5,0.162,34.22,139.4,1,0.8841,5906.0,4.467,0.85,0.773,14.17
non-candidate,0,1,0,0,1.827660875,132.821298,2454965.821,0.0,1.026,3.986,46677.0,0.0304,72.06,890.3,1,0.0,6352.0,4.427,1.072,1.118,14.268
candidate,0,0,0,0,542.91133,409.6919,2455242.692,0.0,0.3766,15.9,750.1,1.2569,89.95,13.1,1,0.4866,5583.0,4.559,0.824,0.899,15.373
non-candidate,1,0,0,0,376.554588,247.6177,2455080.618,0.0,0.0963,3.182,481.0,1.0227,89.95,5.4,1,0.4866,5926.0,4.519,0.913,1.004,14.694
non-candidate,1,0,0,0,538.4263,154.9034,2454987.903,0.0,0.3917,12.751,242.0,1.3552,89.95,16.2,1,0.4866,5962.0,3.882,2.028,1.143,12.099
non-candidate,1,0,0,0,94.20561159,169.2951411,2455002.295,0.0,0.537,6.62,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,11.613
non-candidate,1,0,0,0,378.70643955,470.6725521,2455303.673,0.0,0.537,14.66,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.658
non-candidate,0,1,1,0,78.4286313,169.312404,2455002.312,0.0,1.388,3.7368,83303.0,0.3593,89.56,112.6,1,0.0,5780.0,4.438,1.0,1.0,15.069
candidate,0,0,0,0,287.75613,385.4564,2455218.456,0.0,0.2794,5.487,1987.0,0.8109,89.95,6.6,1,0.4866,4965.0,4.586,0.781,0.856,16.925
non-candidate,0,1,0,0,2.53021,132.0918,2454965.092,0.0,1.275,21.79,367.9,0.0354,8.13,24.2,1,0.3884,5780.0,4.178,1.296,0.924,12.294
non-candidate,0,1,0,0,2.249000963,132.651415,2454965.651,0.0,0.68,9.6022,58776.0,0.0358,70.8,1159.5,1,-1.0,6025.0,3.8,2.293,1.209,12.502
candidate,0,0,0,0,189.961729,288.3907,2455121.391,0.0,0.1845,12.46,699.9,0.6066,89.95,11.9,1,0.4866,5335.0,4.613,0.742,0.83,15.713
non-candidate,1,0,0,0,121.62387378,207.4934505,2455040.493,0.0,0.537,2.73,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,12.209
candidate,0,0,0,0,202.18722766,174.3624491,2455007.362,0.0,0.537,2.77,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.762
candidate,0,0,0,0,280.92070688,154.8994005,2454987.899,0.0,0.537,3.48,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.261
non-candidate,1,0,1,0,432.074696,481.2681,2455314.268,0.0,0.1559,4.763,1088.0,1.0423,89.95,7.6,1,0.4866,5183.0,4.608,0.739,0.818,15.214
candidate,0,0,0,0,169.415073,283.3498,2455116.35,0.0,0.7546,3.884,239.9,0.6368,89.95,9.8,1,0.4866,6362.0,4.238,1.378,1.199,12.427
non-candidate,1,0,0,0,460.77905,533.8441,2455366.844,0.0,0.324,15.541,239.3,1.3221,89.91,12.7,1,0.8439,6126.0,3.731,2.717,1.449,13.462
non-candidate,1,0,0,0,3.21318517,132.044475,2454965.044,0.0,0.924,15.47,2046.1,0.0454,24.96,662.9,1,0.8453,6712.0,4.159,1.513,1.206,12.52
candidate,0,0,0,0,57.7749373,154.2915,2454987.291,0.0,0.044,4.731,283.6,0.3063,89.97,10.4,1,0.6908,6277.0,4.417,1.097,1.148,14.753
non-candidate,1,0,0,0,331.78248134,431.8146374,2455264.815,0.0,0.537,4.94,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.789
non-candidate,0,1,1,0,1.20608769,132.0861,2454965.086,0.0,1.253,2.2272,1660.6,0.0224,49.19,66.9,1,-1.0,5657.0,4.186,1.355,1.028,14.252
non-candidate,1,0,0,0,613.82905,263.471,2455096.471,0.0,0.2616,18.18,148.2,1.5457,89.95,10.2,1,0.4866,5636.0,3.809,2.357,1.305,13.016
non-candidate,1,0,0,0,476.80454,158.1644,2454991.164,0.0,0.5619,10.65,143.6,1.1453,89.95,5.7,1,0.4866,5806.0,4.473,0.901,0.881,13.879
candidate,0,0,0,0,4.09513876,131.67784,2454964.678,0.0,0.97,2.462,181.7,0.0511,75.96,11.6,1,0.7989,5858.0,4.495,0.963,1.056,15.524
candidate,0,0,0,0,502.8356901,234.1810504,2455067.181,0.0,0.537,9.97,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.195
candidate,0,0,0,0,81.704814,151.4216,2454984.422,0.0,0.0021,1.468,297.0,0.3517,89.95,5.8,1,0.4866,6099.0,4.421,0.95,0.867,14.794
non-candidate,0,1,0,1,0.779615874,131.68006,2454964.68,0.0,0.699,3.932,81.5,0.0164,59.47,22.0,1,0.8804,5764.0,4.548,0.863,0.959,15.292
candidate,0,0,0,0,578.21805,273.3259,2455106.326,0.0,0.3937,4.18,637.0,1.3722,89.95,5.3,1,0.4866,6089.0,4.495,0.95,1.031,15.584
candidate,0,0,0,0,317.009388,183.1035,2455016.104,0.0,0.2991,3.013,326.9,0.9541,89.95,7.5,1,0.4866,5066.0,3.787,2.27,1.15,13.555
candidate,0,0,0,0,482.51701,276.2043,2455109.204,0.0,0.0846,14.791,573.0,1.2182,89.95,10.3,1,0.4866,6168.0,4.488,0.96,1.034,15.054
non-candidate,1,0,0,0,224.469892,230.1638,2455063.164,0.0,0.2691,2.952,458.6,0.7093,89.95,5.5,1,0.4866,5911.0,4.337,1.091,0.944,14.918
non-candidate,1,0,0,0,113.556471,186.2321,2455019.232,0.0,0.1828,2.383,278.7,0.4481,89.95,7.6,1,0.4866,4842.0,3.167,4.164,0.93,13.316
non-candidate,1,0,0,0,208.02789,324.5074,2455157.507,0.0,0.6065,10.82,255.0,0.5867,89.95,8.8,1,0.4866,4285.0,4.63,0.632,0.622,14.487
non-candidate,1,0,0,0,308.024953,159.18628,2454992.186,0.0,0.3366,2.665,352.6,0.8409,89.95,10.2,1,0.4866,5220.0,3.808,1.887,0.835,11.879
candidate,0,0,0,0,7.77710639,133.86539,2454966.865,0.0,0.196,3.418,77.4,0.0713,89.35,10.6,1,0.0959,5073.0,4.481,0.851,0.8,13.725
non-candidate,0,0,1,1,1.33261458,132.0098,2454965.01,0.0,0.936,5.161,1335.3,0.0215,45.43,17.5,1,0.0104,4611.0,4.551,0.76,0.748,17.511
candidate,0,0,0,0,233.64574,297.494,2455130.494,0.0,0.0691,10.05,2268.0,0.744,89.95,7.6,1,0.4866,5780.0,4.438,1.0,1.0,17.106
candidate,0,0,0,0,27.285315,153.656,2454986.656,0.0,0.213,7.47,396.5,0.184,89.56,9.6,1,0.9101,6304.0,4.407,1.094,1.11,14.71
non-candidate,1,0,0,0,105.895315,231.4441,2455064.444,0.0,0.093,2.581,1227.0,0.4045,89.95,7.0,1,0.4866,5271.0,4.548,0.781,0.786,15.979
non-candidate,0,0,1,0,61.224558,181.701,2455014.701,0.0,0.571,4.103,544.2,0.3244,89.66,9.7,1,0.0956,6343.0,4.408,1.14,1.213,15.873
non-candidate,0,1,0,0,28.507877538,132.793009,2454965.793,0.0,1.025,3.13331,24372.0,0.1841,88.87,449.0,1,0.7311,6131.0,4.497,0.945,1.023,14.876
non-candidate,1,0,0,0,444.46522,389.693,2455222.693,0.0,1.2803,0.767,4084.0,1.0697,89.95,9.0,1,0.4866,5134.0,4.609,0.746,0.836,15.466
non-candidate,0,0,1,1,8.48039,135.853,2454968.853,0.0,0.008,6.134,133.7,0.0848,89.95,12.0,1,0.7229,6193.0,4.434,1.067,1.127,14.863
candidate,0,0,0,0,445.351255,558.63755,2455391.638,0.0,0.1716,6.516,420.4,1.2938,89.95,10.6,1,0.4866,7202.0,4.112,1.755,1.454,13.735
non-candidate,1,0,0,0,72.0153825,168.8166,2455001.817,0.0,0.6038,2.548,177.7,0.4152,89.95,6.8,1,0.4866,5099.0,3.299,5.032,1.836,11.888
non-candidate,0,0,1,0,21.12752693,142.67722,2454975.677,0.0,0.157,2.253,51.8,0.1763,89.87,18.4,1,0.4305,4024.0,1.672,30.882,1.636,8.789
non-candidate,1,0,0,0,23.9341825,145.76028,2454978.76,0.0,0.0465,1.607,228.1,0.145,89.95,6.5,1,0.4866,4415.0,4.58,0.715,0.708,14.869
non-candidate,1,0,0,0,87.775799,183.4282,2455016.428,0.0,0.8114,1.862,450.0,0.3746,89.95,6.3,1,0.4866,5604.0,4.375,1.025,0.909,15.429
non-candidate,1,0,0,0,65.67350728,189.2618327,2455022.262,0.0,0.537,2.73,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.528
non-candidate,1,0,0,0,222.06409878,339.0218658,2455172.022,0.0,0.537,2.89,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.017
non-candidate,0,1,0,0,35.882272887,165.5325652,2454998.533,0.0,0.858,3.95004,101230.0,0.2052,89.36,3096.9,1,0.0069,5840.0,4.57,0.812,0.898,14.295
non-candidate,0,1,0,0,8.780603773,137.923785,2454970.924,0.0,1.127,3.16989,90028.0,0.0812,87.23,1406.9,1,0.1049,5487.0,4.563,0.832,0.924,15.674
candidate,0,0,0,0,97.5137491,156.92462,2454989.925,0.0,0.0922,2.655,279.8,0.4608,89.95,9.1,1,0.4866,5437.0,3.57,3.18,1.372,12.603
candidate,0,0,0,0,549.42772,132.9476,2454965.948,0.0,0.4315,6.09,719.1,1.3488,89.95,12.1,1,0.4866,5957.0,4.498,0.971,1.083,14.654
candidate,0,0,0,0,284.666844,322.5718,2455155.572,0.0,0.3413,2.752,418.0,1.0029,89.95,5.6,1,0.4866,5248.0,3.368,4.413,1.66,13.761
candidate,0,0,0,0,224.150923,341.02756,2455174.028,0.0,0.019,12.455,348.6,0.6762,89.99,34.2,2,0.0796,6072.0,4.133,1.286,0.818,13.093
candidate,0,0,0,0,148.179343,202.2788,2455035.279,0.0,0.102,12.733,466.6,0.5425,89.94,12.5,1,0.7197,5635.0,4.278,1.183,0.967,15.563
non-candidate,1,0,0,0,551.49832,387.3411,2455220.341,0.0,0.9478,40.92,1874.4,1.3067,88.81,37.0,1,0.4866,5926.0,4.532,0.887,0.978,15.536
non-candidate,0,1,0,0,351.2878737,207.294303,2455040.294,0.0,0.712,11.2066,134630.0,0.9771,89.86,1002.8,1,0.0012,5911.0,4.519,0.914,1.006,15.703
candidate,0,0,0,0,376.934014,267.4192,2455100.419,0.0,0.6546,4.28,382.4,0.991,89.95,6.1,1,0.4866,6074.0,4.369,1.034,0.913,13.797
non-candidate,1,0,0,0,46.50446209,142.7268259,2454975.727,0.0,0.537,1.37,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.682
candidate,0,0,0,0,17.168095,134.637329,2454967.637,0.0,0.999,13.04,143.1,0.2602,81.22,8.1,1,0.4178,5053.0,3.824,1.907,0.885,14.498
non-candidate,1,0,0,0,124.091252,135.5509,2454968.551,0.0,0.031,2.172,281.4,0.4619,89.95,5.7,1,0.4866,5275.0,4.571,0.792,0.852,14.152
candidate,0,0,0,0,403.163148,434.7531,2455267.753,0.0,0.02,5.735,681.1,1.0963,90.0,12.1,1,0.2745,5812.0,4.504,0.963,1.079,14.624
candidate,0,0,0,0,341.557931,244.88596,2455077.886,0.0,0.6746,3.365,433.0,1.0293,89.95,9.6,1,0.4866,5138.0,3.551,3.098,1.245,12.472
candidate,0,0,0,0,476.91977,390.4731,2455223.473,0.0,0.5589,5.07,193.6,1.2893,89.95,7.4,1,0.4866,6282.0,4.063,1.725,1.257,12.952
candidate,0,0,0,0,9.011888,138.658,2454971.658,0.0,0.948,4.167,987.6,0.0876,82.25,15.5,1,0.5904,5627.0,4.002,1.735,1.103,14.321
candidate,0,0,0,0,351.25069,226.8377,2455059.838,0.0,0.1777,3.648,1324.0,0.8302,89.95,6.5,1,0.4866,4828.0,4.63,0.63,0.616,15.806
non-candidate,1,0,0,0,212.771978,328.1461,2455161.146,0.0,0.2065,2.115,1239.0,0.6458,89.95,6.9,1,0.4866,5122.0,4.505,0.824,0.793,15.788
candidate,0,0,0,0,65.3558881,154.47727,2454987.477,0.0,0.4827,2.165,1158.0,0.2894,89.95,9.6,1,0.4866,4703.0,4.55,0.764,0.755,15.676
non-candidate,0,1,1,1,18.0766788,146.25271,2454979.253,0.0,0.822,3.06,28831.0,0.1351,88.77,26.6,1,0.8386,5780.0,4.438,1.0,1.0,16.667
non-candidate,0,1,1,1,1.33255577,132.0672,2454965.067,0.0,0.199,4.282,126.5,0.0223,85.31,15.4,1,0.509,5122.0,4.469,0.881,0.835,15.916
non-candidate,0,1,1,1,1.33259275,132.01197,2454965.012,0.0,0.833,4.014,79.1,0.0241,60.72,15.9,1,0.5159,6091.0,4.487,0.967,1.045,15.3
non-candidate,1,0,1,0,36.6092739,138.77398,2454971.774,0.0,0.26,1.835,1102.0,0.2708,89.9,7.6,1,0.8201,4770.0,2.319,16.114,1.973,13.823
candidate,0,0,0,0,39.399926,160.2611,2454993.261,0.0,0.544,5.729,341.4,0.2172,89.31,9.4,1,0.8637,5913.0,4.581,0.795,0.898,15.453
candidate,0,0,0,0,270.1430241,210.960799,2455043.961,0.0,0.537,6.32,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.059
non-candidate,0,0,1,0,0.812592362,131.55642,2454964.556,0.0,1.007,1.5646,6945.8,0.0191,65.19,226.6,1,0.5997,7117.0,4.153,1.64,1.398,14.235
non-candidate,1,0,0,0,81.871309,169.94965,2455002.95,0.0,0.1996,1.606,98.2,0.3783,89.95,5.4,1,0.4866,6343.0,4.375,1.115,1.069,12.869
non-candidate,1,0,1,1,0.566805859,131.80997,2454964.81,0.0,0.724,3.835,61.1,0.0146,51.32,21.5,1,-1.0,6413.0,4.203,1.494,1.299,13.857
non-candidate,1,0,0,0,326.36595188,253.1342058,2455086.134,0.0,0.537,3.75,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.983
non-candidate,1,0,0,0,520.58269,221.425,2455054.425,0.0,0.045,2.264,348.0,1.3069,89.95,6.0,1,0.4866,6210.0,4.45,1.033,1.093,14.027
candidate,0,0,0,0,126.586058,222.9909,2455055.991,0.0,0.799,5.41,124.9,0.5029,89.38,10.5,1,0.4866,6611.0,4.269,1.249,1.057,12.968
candidate,0,0,0,0,2.7200197,133.3342,2454966.334,0.0,0.0078,1.874,869.0,0.0313,89.95,8.5,1,0.4866,3939.0,4.735,0.527,0.55,16.56
candidate,0,0,0,0,18.347081,145.001,2454978.001,0.0,0.1988,2.825,1126.6,0.1354,89.95,11.6,1,0.4866,5465.0,3.968,1.702,0.983,14.261
candidate,0,0,0,0,57.140035,145.8694,2454978.869,0.0,0.0783,5.684,1567.0,0.2891,89.95,7.2,1,0.4866,5936.0,4.103,1.46,0.986,16.558
non-candidate,0,1,0,0,0.718643659,131.889141,2454964.889,0.0,0.922,2.51246,124930.0,0.0155,70.96,575.0,1,-1.0,5853.0,4.483,0.934,0.967,15.121
candidate,0,0,0,0,31.707574649,138.2539898,2454971.254,0.0,0.923,7.6771,787.3,0.1935,86.36,5.5,1,0.6342,5861.0,4.546,0.865,0.957,15.197
non-candidate,0,1,0,0,17.946328114,136.9472719,2454969.947,0.0,0.774,8.15905,102990.0,0.1282,87.63,3497.6,1,0.0324,5228.0,3.906,1.722,0.872,14.933
non-candidate,1,0,0,0,204.818268,209.59041,2455042.59,0.0,0.346,1.93,303.6,0.7609,89.95,5.4,1,0.4866,6060.0,3.65,2.93,1.401,11.784
candidate,0,0,0,0,9.3589254,133.482,2454966.482,0.0,0.184,3.169,1527.0,0.1014,89.54,8.9,1,0.3263,5188.0,3.327,4.521,1.583,17.054
candidate,0,0,0,0,4.15472242,132.61089,2454965.611,0.0,0.971,1.791,2243.0,0.0609,82.81,19.7,1,0.7578,6996.0,3.627,3.359,1.742,12.572
non-candidate,0,1,0,0,23.81490574,135.92167,2454968.922,0.0,0.772,1.9948,79201.0,0.1507,89.54,444.4,1,0.3777,5421.0,3.79,1.89,0.803,14.488
non-candidate,0,0,1,1,1.3274511,131.59052,2454964.591,0.0,0.245,3.465,123.6,0.02,85.21,16.6,1,0.1094,4137.0,4.646,0.61,0.601,15.158
candidate,0,0,0,0,87.565484,134.2932,2454967.293,0.0,0.0563,2.527,396.0,0.4009,89.95,6.7,1,0.4866,6064.0,4.429,1.069,1.121,15.212
candidate,0,0,0,0,535.1515,477.1303,2455310.13,0.0,0.3162,2.826,362.3,1.2454,89.95,8.6,1,0.4866,5468.0,4.085,1.423,0.898,12.706
candidate,0,0,0,0,495.40462,241.0,2455074.0,0.0,2.3238,0.63,904.0,1.2628,89.95,5.5,1,0.4866,6225.0,4.45,1.031,1.091,13.825
non-candidate,1,0,0,0,209.238576,321.1236,2455154.124,0.0,0.2683,2.245,154.7,0.6992,89.95,5.4,1,0.4866,6302.0,4.345,1.135,1.034,13.564
candidate,0,0,0,0,353.65927,482.263,2455315.263,0.0,0.247,4.543,1018.0,0.9524,89.95,7.5,1,0.4866,5438.0,4.574,0.82,0.92,15.871
candidate,0,0,0,0,346.4174,460.5646,2455293.565,0.0,0.1572,9.23,662.0,0.9687,89.95,7.9,1,0.4866,5754.0,4.49,0.946,1.008,15.612
non-candidate,0,1,0,0,1.166835206,131.912321,2454964.912,0.0,1.257,2.17596,15527.0,0.0279,64.95,388.6,1,-1.0,8982.0,4.111,2.123,2.122,14.99
non-candidate,1,0,0,0,230.70578883,260.3639847,2455093.364,0.0,0.537,2.69,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.626
non-candidate,0,0,0,1,4.99471597,136.1833,2454969.183,0.0,0.698,3.44,53.0,0.0653,85.05,14.1,1,0.244,6409.0,3.706,2.83,1.485,13.352
candidate,0,0,0,0,161.651504,289.32322,2455122.323,0.0,0.736,2.509,253.6,0.5787,89.88,8.4,1,0.1342,5725.0,4.212,1.289,0.988,13.756
candidate,0,0,0,0,376.24253,392.8316,2455225.832,0.0,0.328,4.064,185.7,1.0124,89.95,6.3,1,0.4866,5916.0,4.463,0.96,0.976,13.772
non-candidate,0,1,0,0,27.659607786,141.2478883,2454974.248,0.0,0.604,4.16321,318400.0,0.1692,89.54,4791.0,1,-1.0,5310.0,4.593,0.768,0.849,14.706
non-candidate,1,0,0,0,476.727302,496.4298,2455329.43,0.0,0.008,9.327,1035.7,1.3199,90.0,17.9,1,0.7533,5068.0,2.827,7.417,1.347,13.587
candidate,0,0,0,0,21.7997515,144.3188,2454977.319,0.0,0.1657,4.756,109.5,0.1548,89.95,8.7,1,0.4866,6122.0,4.487,0.964,1.041,14.82
candidate,0,0,0,0,54.595746,156.83764,2454989.838,0.0,0.332,2.21,135.8,0.2843,89.95,8.7,1,0.4866,6014.0,3.989,1.699,1.027,13.67
non-candidate,1,0,0,0,22.0495604,133.82677,2454966.827,0.0,0.651,3.428,134.5,0.1685,89.02,15.4,1,0.3503,6821.0,4.176,1.548,1.321,13.454
non-candidate,1,0,0,0,150.70039392,278.5397643,2455111.54,0.0,0.537,2.82,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.396
non-candidate,1,0,0,0,44.48477463,142.9633835,2454975.963,0.0,0.537,1.67,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.179
non-candidate,1,0,0,0,93.6452481,157.28348,2454990.283,0.0,0.537,2.12,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.854
candidate,0,0,0,0,585.64118,248.4981,2455081.498,0.0,0.5274,13.97,565.2,1.368,89.95,12.5,1,0.4866,5779.0,4.526,0.901,0.993,14.644
non-candidate,1,0,0,0,574.69029,392.483,2455225.483,0.0,0.004,4.269,276.8,1.2394,89.95,7.2,1,0.4866,5503.0,4.557,0.764,0.768,13.873
