disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_ratror,st_teff,st_rad,sy_gaiamag
candidate,1,0,11.31028,18.9,0.1203,5292.0,1.44,15.8276
candidate,1,0,11.31009,130.0,0.119,4793.0,10.0,15.8276
candidate,1,0,16.63311,44.0,0.1861,5700.0,2.19,13.5906
candidate,1,0,16.63237,10.7,0.1887,3648.0,0.47,13.5906
candidate,1,0,16.63091654,2.6,0.0305049999999999,5121.0,1.27372,13.5906
candidate,1,0,1.057171,1.51,0.0137,5292.0,1.004,13.2285
non-candidate,1,0,4.377326,27.0,0.17542,5928.0,1.43,12.4132
non-candidate,1,0,4.37983009,2.6,0.0305049999999999,5982.0,1.60152,12.4132
non-candidate,1,0,4.377339,31.9,0.1727,5292.0,1.691,12.4132
non-candidate,1,0,4.3772986,16.6,0.1744,5102.0,0.78,12.4132
candidate,1,0,0.980414,1.58,0.0219,4202.0,0.66,13.4865
candidate,1,0,0.98036126,1.44,0.02071,3932.0,0.58,13.4865
candidate,1,0,0.97988263,2.6,0.0305049999999999,4063.0,0.701061,13.4865
candidate,1,0,0.980294,1.81,0.0242,5292.0,0.685,13.4865
candidate,1,0,14.2005,2.36,0.0276,5292.0,0.786,12.9486
candidate,1,0,28.8077,2.08,0.0886,5292.0,0.215,16.5654
candidate,1,0,3.75927,68.0,0.0581,5292.0,10.7,16.6205
candidate,1,0,2.41628,2.68,0.0243,5292.0,1.01,13.8065
candidate,1,0,2.4165066,0.988,0.02173,3483.0,0.38,13.8065
candidate,1,0,4.4984354,3.12,0.04131,4309.0,0.66,15.1915
candidate,1,0,0.3938505,13.7,0.058,5292.0,2.16,12.5915
candidate,1,0,2.3240489,33.4,0.4699,5107.0,0.78,11.0074
candidate,1,0,1.86732,0.648,0.00857,5292.0,0.693,11.3433
candidate,1,0,22.9735,2.61,0.0224,5292.0,1.067,12.9702
non-candidate,1,0,5.6683,2.6,0.0305049999999999,3521.0,0.956267,13.447
candidate,1,0,14.658196,1.6,0.03059,3610.0,0.45,12.276
candidate,1,0,14.65835,1.12,0.0303,5292.0,0.339,12.276
candidate,1,0,6.4349,2.47,0.0152,5292.0,1.493,12.5001
candidate,1,0,4.27065,7.6,0.0453,5292.0,1.5,15.4082
candidate,1,0,7.64309,8.0,0.0479,5292.0,1.5,15.4082
candidate,1,0,16.858,5.6,0.047,5957.0,1.07,12.118
candidate,1,0,2.167697,12.14,0.04472,5292.0,2.489,12.3894
candidate,1,0,19.2299,1.96,0.0293,5292.0,0.612,13.2905
candidate,1,0,5.07152,3.2,0.068,5292.0,0.426,14.5914
candidate,1,0,8.1191,57.0,0.45,6040.0,1.2,12.2798
candidate,1,0,16.235,11.0,0.086,6040.0,1.2,12.2798
non-candidate,1,0,24.9922,36.0,0.28,6040.0,1.2,12.2798
candidate,1,0,4.20773,1.47,0.0161,5292.0,0.834,12.6882
candidate,1,0,1.1761477,19.3,0.074,5292.0,2.38,11.2189
candidate,1,0,27.270191,2.5,0.0142,6171.0,1.612,11.2714
candidate,1,0,2.475527,42.0,0.38,5962.0,1.06,12.4017
candidate,1,0,2.475641,5.02277659,0.055833,5257.0,0.824753,12.4017
candidate,1,0,2.4756313,2.48,0.02869,5239.0,0.81,12.4017
candidate,1,0,2.475573,2.98,0.0308,5292.0,0.888,12.4017
candidate,1,0,17.7256773,15.4613,0.0305049999999999,6010.0,1.63,11.127
candidate,1,0,17.7259,23.4,0.123,5292.0,1.752,11.127
candidate,1,0,17.725837,6.63,0.06395,5971.0,1.11,11.127
candidate,1,0,17.72507,45.0,0.31,6189.0,1.33,11.127
candidate,1,0,54.169832,22.0,0.4052,3836.0,0.55,15.8431
candidate,1,2,8.050722,1.31,0.01258,5502.7,0.83,12.0976
candidate,1,2,8.0516,1.62,0.0164,5292.0,0.904,12.0976
candidate,1,2,8.0468,1.18,0.0124,5292.0,0.864,12.0976
candidate,1,0,6.79143,1.72,0.0259,5292.0,0.609,13.6622
candidate,1,0,14.353438,2.159584,0.023912,5317.0,0.82797,12.4526
candidate,1,0,14.353347,2.19,0.02383,5162.0,0.79,12.4526
candidate,1,0,14.3533,2.18,0.0234,5292.0,0.855,12.4526
candidate,1,0,1.88282,2.6,0.093,5292.0,0.257,12.6702
candidate,1,0,6.4756,1.85,0.0127,5292.0,1.339,12.7848
candidate,1,0,2.31803,2.34,0.0364,5292.0,0.589,15.712
candidate,1,0,2.3181466,2.9,0.03644,4343.0,0.67,15.712
non-candidate,1,0,12.4292,1.1126,0.0305049999999999,5414.0,0.814,12.765
candidate,1,0,6.37733,0.76,0.0267,5292.0,0.262,18.6648
non-candidate,1,0,19.44212,22.0,0.63,3864.0,0.35,19.1861
non-candidate,1,0,19.441899,4.15,0.3792,2601.0,0.11,19.1861
candidate,1,0,0.80032756,21.3,0.3618,4028.0,0.61,15.2205
candidate,1,0,8.3958,3.95,0.0181,5292.0,1.996,13.2457
candidate,1,0,12.25823207,2.6,0.0305049999999999,5038.0,0.758844,12.9477
candidate,1,0,12.2631,1.87,0.0238,5106.0,0.717,12.9477
candidate,1,0,12.26422,2.22,0.0268,5292.0,0.7596,12.9477
candidate,1,0,12.263354,2.16,0.026,4980.0,0.76,12.9477
candidate,1,0,10.3631,1.64,0.0246,5292.0,0.613,14.4126
candidate,1,3,4.50717,1.44,0.016,5292.0,0.823,12.9682
candidate,1,3,4.50756,1.7,0.0147,5292.0,0.864,12.9682
candidate,1,3,0.911724,1.4,0.0117,5724.0,1.1,12.9682
candidate,1,3,0.9116567,1.35,0.01593,5648.0,0.94,12.9682
candidate,1,3,0.911618,1.16,0.0129,5292.0,0.823,12.9682
candidate,1,3,14.641541,2.94,0.03369,5648.0,0.94,12.9682
candidate,1,3,14.637,4.0,0.0249,6438.0,1.5,12.9682
candidate,1,3,14.6435,2.52,0.0281,5292.0,0.823,12.9682
candidate,1,3,14.647531,2.6,0.0217,5724.0,1.1,12.9682
candidate,1,0,9.38053,2.89,0.01879,5292.0,1.412,12.1792
candidate,1,0,9.3826,2.39,0.0158,6377.0,1.38,12.1792
candidate,1,0,9.3813402,2.86,0.01745,6305.0,1.39,12.1792
candidate,1,0,5.6505,1.33,0.0121,5292.0,1.012,11.9096
candidate,1,0,4.2304959,2.56,0.03081,4335.0,0.67,15.6396
candidate,1,0,4.23119,2.17,0.0386,5292.0,0.516,15.6396
candidate,1,0,9.9487,1.48,0.01191,5292.0,1.136,11.7026
candidate,1,1,2.87814,1.01,0.0405,5292.0,0.864,16.0689
candidate,1,1,4.1107634,1.01,0.04665,2989.0,0.18,16.0689
candidate,1,0,1.131316,4.6,0.0313,6292.0,1.32,13.009
candidate,1,0,1.131305,3.93,0.0321,5292.0,1.122,13.009
candidate,1,2,5.29853,3.32,0.0455,5292.0,0.668,15.9752
candidate,1,2,5.29711,1.62,0.0294,5292.0,0.864,15.9752
candidate,1,2,5.2986,1.7,0.0303,4114.0,0.5,15.9752
candidate,1,2,0.35490972,1.45,0.02145,3893.0,0.57,15.9752
candidate,1,2,0.354884,1.2,0.0223,4114.0,0.5,15.9752
candidate,1,0,4.1029,2.28,0.0106,5292.0,1.98,12.5539
candidate,1,0,14.454495,2.21,0.02923,4521.0,0.7,13.2422
candidate,1,0,28.564994,2.25,0.02852,4418.0,0.68,12.6702
candidate,1,0,5.87672094142,8.02139241,0.0305049999999999,4111.0,0.807445,14.4072
candidate,1,0,5.8797,2.6,0.0982,4111.0,0.807445,14.4072
candidate,1,0,5.879829,6.97,0.0912,5292.0,0.701,14.4072
candidate,1,0,5.87913354,2.6,0.0305049999999999,4111.0,0.807445,14.4072
candidate,1,0,5.8796123,6.5,0.08963,4089.0,0.62,14.4072
candidate,1,0,5.87975,3.76,0.0873,4056.0,0.393,14.4072
non-candidate,1,0,25.2768,25.0,0.45,4215.0,0.52,16.5857
candidate,1,0,3.292013,5.76,0.0783,5292.0,0.674,15.7105
candidate,1,0,3.291897,3.39,0.0777,3850.0,0.395,15.7105
candidate,1,0,3.2920598,4.54,0.0772,3764.0,0.52,15.7105
candidate,1,0,7.445026,2.2805044,0.025337,5277.0,0.825169,11.1235
candidate,1,0,7.4448754,2.11,0.03097,5132.0,0.78,11.1235
candidate,1,0,13.8543,3.18,0.0158,5292.0,1.848,11.6575
candidate,1,0,54.976021,39.1,0.2481,6333.0,1.41,11.8519
candidate,1,0,2.59824,7.7,0.0895,5292.0,0.788,16.3572
candidate,1,0,2.573088,34.0,0.1235,5165.0,2.5,12.6702
candidate,1,0,2.5730187,17.2,0.2167,4488.0,0.69,12.6702
candidate,1,3,37.827,1.42,0.0226,5292.0,0.577,13.2207
candidate,1,0,0.35840528,1.92,0.01598,5862.0,1.04,13.454
candidate,1,0,0.358378,1.65,0.017,5928.0,0.89,13.454
candidate,1,0,0.3584061,2.66,0.0238,5292.0,1.03,13.454
candidate,1,0,0.80858305,2.6,0.0305049999999999,6151.8,2.31125,12.6702
candidate,1,0,4.00932,1.08,0.0146,5292.0,0.68,13.1291
candidate,1,1,20.6714,1.47,0.0205,5292.0,0.655,12.6573
candidate,1,0,6.7713125000000005,7.72,0.0402,5292.0,1.763,10.3596
candidate,1,0,6.7713125000000005,31.1,0.162,5292.0,1.763,10.3596
candidate,1,0,0.367453,2.55,0.0246,6167.0,0.95,12.5502
candidate,1,0,0.36747226,3.32,0.02295,6205.0,1.29,12.5502
candidate,1,0,0.367473,3.55452348,0.025801,6060.0,1.26302,12.5502
candidate,1,0,0.3674645,3.9,0.03,5292.0,1.18,12.5502
candidate,1,0,6.57986525,2.6,0.0305049999999999,5874.0,1.68281,13.3866
candidate,1,0,3.59922,1.63,0.0185,5292.0,0.809,11.8635
candidate,1,0,3.5990666,1.62,0.0174,5107.0,0.78,11.8635
candidate,1,0,3.59905,1.58797235,0.017622,5459.0,0.826124,11.8635
candidate,1,0,3.59912,1.46,0.0163,5518.0,0.82,11.8635
candidate,1,0,5.01038,4.28,0.0257,5292.0,1.53,12.6351
candidate,1,1,2.25372,0.9,0.0225,5292.0,0.864,16.1722
candidate,1,1,2.25558,2.0,0.0501,5292.0,0.367,16.1722
candidate,1,1,2.255436,1.0,0.0383,3297.0,0.25,16.1722
candidate,1,1,0.62309386,2.52,0.03441,4231.0,0.65,16.1722
candidate,1,1,3.11594,1.59,0.0397,5292.0,0.367,16.1722
candidate,1,0,11.63547,2.6,0.0268,5292.0,0.892,13.4786
candidate,1,0,1.982116,35.0,0.157,5292.0,2.05,12.699
candidate,1,0,36.9321,2.98,0.02864,5292.0,0.955,12.6109
non-candidate,1,0,1.35823,1.44,0.01376,5675.0,0.95,13.0582
candidate,1,0,8.4532,2.66,0.0234,5292.0,1.0419,14.4295
candidate,1,0,0.4348359,1.59,0.02723,3714.0,0.5,14.6255
candidate,1,0,0.434827,1.62,0.0297,3724.0,0.5,14.6255
candidate,1,0,0.434832,0.96,0.0265,5292.0,0.333,14.6255
candidate,1,0,4.31444335,2.6,0.0305049999999999,4952.0,2.25969,12.9412
candidate,1,0,1.5339666,1.47,0.02385,3757.0,0.52,14.5395
candidate,1,0,1.53402,1.13,0.022,3698.0,0.520027,14.5395
candidate,1,0,0.3176828,11.9,0.116,5292.0,0.944,16.6912
candidate,1,2,1.58252,0.96,0.0133,5292.0,0.864,13.774
candidate,1,2,1.58316,1.22,0.0168,5292.0,0.669,13.774
candidate,1,2,17.501662,2.63,0.03159,4749.0,0.73,13.774
candidate,1,2,17.5125,2.15,0.0294,5292.0,0.669,13.774
candidate,1,2,17.515472,2.094,0.0253,4752.0,0.758,13.774
candidate,1,0,10.49927,1.43,0.0219,5292.0,0.599,12.7516
candidate,1,0,5.23189,3.62,0.0529,5292.0,0.627,15.7031
candidate,1,0,1.13666,3.18,0.0169,5292.0,1.724,13.03
candidate,1,0,12.4404,2.72,0.0426,5292.0,0.586,15.3919
candidate,1,0,1.49462,1.8,0.0281,5292.0,0.586,15.3919
candidate,1,0,2.018725,91.0,0.056,5292.0,14.96,11.4018
candidate,1,0,23.8039,12.0,0.21,4840.0,0.48,18.6693
candidate,1,0,3.47722,1.53,0.0253,5292.0,0.556,14.699
candidate,1,0,0.442185,2.02,0.025,5292.0,0.754,13.3752
candidate,1,0,0.442094,1.16,0.0138,5007.0,0.77,13.3752
candidate,1,0,0.44214967,1.32,0.01471,4977.0,0.76,13.3752
candidate,1,0,18.415126,69.44309317,0.183689,6211.0,3.465887,11.8176
candidate,1,0,18.406118,5.2,0.02417,6684.0,1.84,11.8176
candidate,1,0,10.4404,0.6739,0.0305049999999999,4893.0,0.746,11.2315
candidate,1,0,27.837146,5.149,0.0737,4241.0,0.64,16.0496
candidate,1,0,12.19649,2.23,0.0192,5292.0,1.062,12.444
candidate,1,0,8.15306759,2.6,0.0305049999999999,5445.0,1.71199,12.0073
candidate,1,0,2.2021868,56.5,0.5916,5695.0,0.96,11.5647
candidate,1,0,20.398071,2.57901435,0.030412,5199.0,0.777455,11.8299
candidate,1,0,20.3997,2.65,0.0312,5292.0,0.778,11.8299
candidate,1,0,20.398147,2.93,0.03633,5399.0,0.85,11.8299
candidate,1,0,17.812866,22.5,0.2568,5613.0,0.92,11.6142
candidate,1,0,17.80345864,2.6,0.0305049999999999,5561.99,1.16413,11.6142
candidate,1,0,17.81188,21.6,0.212,5554.0,0.93,11.6142
candidate,1,0,2.931226,90.0,0.75,6097.0,1.12,15.498
non-candidate,1,0,6.3878,65.0,0.47,6668.0,1.25,15.7093
candidate,1,0,1.81449,27.0,0.27,5614.0,0.92,16.4499
candidate,1,0,22.4844,79.0,0.65,6173.0,1.15,15.5383
candidate,1,0,3.47323985883,16.65896453,0.0305049999999999,7406.97,1.56373,14.269
candidate,1,0,3.47451,10.6,0.0536,7143.0,1.83,14.269
candidate,1,0,0.369181,16.5,0.0705,6020.0,2.22,16.1022
candidate,1,0,6.71694,39.0,0.44,5267.0,0.82,17.0246
candidate,1,0,3.951971,8.44551389,0.111884,4672.0,0.692034,12.6531
candidate,1,0,11.3256,2.18,0.0192,5292.0,1.043,12.9945
candidate,1,0,2.9237,2.57,0.0411,5292.0,0.573,16.2643
candidate,1,0,14.08549,21.1,0.14602,5970.0,1.32,12.7827
candidate,1,0,15.0818,1.83,0.0326,5292.0,0.514,14.0599
candidate,1,0,3.16363,1.25,0.0222,5292.0,0.514,14.0599
non-candidate,1,0,1.31559,102.0,0.43,6721.0,2.3,10.4364
non-candidate,1,0,1.3155918,38.3,0.2082,5292.0,1.69,10.4364
non-candidate,1,0,0.969967,59.0,0.35,5272.0,1.54,12.6854
non-candidate,1,0,0.96997227,2.6,0.0305049999999999,5401.0,0.864,12.6854
non-candidate,1,0,0.970016,6.29,0.0663,5838.0,0.87,12.6854
candidate,1,0,23.9683,1.6119,0.0305049999999999,5296.0,1.129,12.1482
candidate,1,0,19.860476,2.08349198,0.027416,4760.0,0.696718,12.6611
candidate,1,0,19.8606,2.21,0.0312,5292.0,0.648,12.6611
candidate,1,0,4.72048898787,14.61863458,0.0305049999999999,3553.0,0.489916,14.1332
candidate,1,0,4.72046,8.7,0.207,5292.0,0.385,14.1332
candidate,1,0,1.1430018,2.6,0.0305049999999999,5551.0,3.28495,13.171
candidate,1,0,3.74234,1.61,0.0293,5292.0,0.502,14.7036
candidate,1,2,24.2747,1.56,0.0337,5292.0,0.424,13.8042
non-candidate,1,0,1.1489833,76.0,0.36,5137.0,2.0,13.6704
non-candidate,1,0,1.14907861,2.6,0.0305049999999999,5324.24,1.00567,13.6704
candidate,1,0,7.46967,2.4,0.079,5292.0,0.279,15.5862
candidate,1,0,2.16594452,2.6,0.0305049999999999,6194.54,1.30635,11.163
candidate,1,0,2.165976,2.61,0.0217,5292.0,1.1,11.163
candidate,1,0,2.16595219375,2.91081826,0.0305049999999999,6194.54,1.30635,11.163
candidate,1,0,14.27669647,2.6,0.0305049999999999,5160.0,0.701437,13.6004
candidate,1,0,14.2683,2.6,0.02854,4955.0,0.6,13.6004
candidate,1,0,14.26763,2.04,0.031,5292.0,0.603,13.6004
candidate,1,0,4.86406,1.09,0.035,3407.0,0.298809,14.5207
candidate,1,0,4.86496,1.09,0.0382,5292.0,0.261,14.5207
candidate,1,0,15.97700259,2.6,0.0305049999999999,5692.43,1.04527,11.5746
candidate,1,0,3.7342439,30.71,0.10655,5292.0,2.642,12.4537
candidate,1,0,3.73478175,2.6,0.0305049999999999,6477.43,2.27759,12.4537
candidate,1,0,0.567055,16.22,0.1047,7020.0,1.42,17.8605
candidate,1,0,0.5670195,2.6,0.11,5292.0,0.864,17.8605
candidate,1,0,14.145239,14.86409395,0.06327,5016.0,2.15381,12.5676
candidate,1,0,14.14459,16.6,0.0571,5011.0,2.69,12.5676
candidate,1,0,2.386772,4.0,0.128,5292.0,0.286,17.7786
candidate,1,0,2.38669,3.5,0.11,3676.0,0.29,17.7786
candidate,1,0,43.36143,29.8,0.186,5292.0,1.472,12.7841
candidate,1,0,27.353103,3.05048319,0.019308,6148.0,1.448467,11.6065
candidate,1,0,2.35771,3.0,0.104,3655.0,0.267,16.4023
candidate,1,0,2.357651,1.95,0.067,5292.0,0.267,16.4023
candidate,1,0,27.9329,2.51,0.0402,5292.0,0.573,14.9653
candidate,1,0,3.72007,1.55,0.0145,5292.0,0.986,12.6579
candidate,1,0,1.39657671,2.6,0.0305049999999999,5805.0,0.96977,12.9104
candidate,1,0,1.396291,1.89,0.0167,5728.0,1.02,12.9104
candidate,1,0,31.3537,3.85,0.0432,5292.0,0.816,12.6821
candidate,1,0,14.8484,2.68,0.0302,5292.0,0.816,12.6821
candidate,1,0,10.0696,1.69,0.019,5292.0,0.816,12.6821
candidate,1,0,3.6494,2.6,0.0305049999999999,3338.0,0.326267,15.3763
candidate,1,0,3.65017,1.15,0.0423,5292.0,0.249,15.3763
candidate,1,0,5.7663,2.6,0.0305049999999999,3338.0,0.326267,15.3763
candidate,1,0,5.76808,1.19,0.0438,5292.0,0.249,15.3763
candidate,1,0,7.98471,1.19,0.0439,5292.0,0.249,15.3763
candidate,1,0,7.98221,2.6,0.0305049999999999,3338.0,0.326267,15.3763
candidate,1,0,5.1718,0.8891,0.0305049999999999,5941.0,0.954,12.306
candidate,1,0,5.7408,1.0668,0.0305049999999999,5342.0,0.76,13.1907
candidate,1,0,29.0529,2.6,0.0305049999999999,3373.0,0.325107,16.305
non-candidate,1,0,25.2208,65.0,0.43,6257.0,1.41,12.9184
non-candidate,1,0,25.219709,87.0,0.347,5292.0,2.29,12.9184
non-candidate,1,0,25.2077883,2.6,0.0305049999999999,6168.93,1.83554,12.9184
non-candidate,1,0,0.87052967,2.6,0.0305049999999999,6121.0,1.47366,13.1961
non-candidate,1,0,0.8706763,6.52133,0.0305049999999999,6121.0,1.47,13.1961
non-candidate,1,0,0.870775,3.97,0.0414,5875.0,0.88,13.1961
non-candidate,1,0,0.870673,21.0,0.11,5647.0,1.74,13.1961
candidate,1,0,1.43689647,2.6,0.0305049999999999,4876.7,10.8463,10.9553
candidate,1,0,1.436756,110.0,0.093,5292.0,10.91,10.9553
candidate,1,0,59.848566,10.81438298,0.100817,5738.0,0.983415,11.8211
candidate,1,0,59.847399221,11.75567728,0.0305049999999999,5765.3,1.09215,11.8211
candidate,1,0,59.84871,12.0,0.1031,5292.0,1.067,11.8211
candidate,1,0,11.376,2.03,0.0293,5292.0,0.636,13.891
candidate,1,0,11.37698,2.6,0.0284,4397.0,0.64,13.891
non-candidate,1,0,29.12555,205.0,0.5,4936.0,3.9,13.515
candidate,1,0,0.8925,2.7,0.0123,5292.0,2.0,13.8826
candidate,1,0,14.7582,2.6,0.0258,4434.0,0.7,13.6807
candidate,1,0,14.7619,2.11,0.0263,5292.0,0.735,13.6807
non-candidate,1,0,0.5111,2.6,0.0305049999999999,3092.0,0.214796,14.685
candidate,1,0,0.7041655,2.6,0.0305049999999999,4564.0,9.3189,12.8221
candidate,1,0,1.93426,1.64,0.0162,5292.0,0.928,13.273
candidate,1,0,3.43827,1.98,0.0195,5292.0,0.928,13.273
candidate,1,0,18.03895153,2.6,0.0305049999999999,5089.61,0.88619,12.9307
candidate,1,0,2.41040731,2.6,0.0305049999999999,6276.0,1.92538,12.0624
candidate,1,0,2.410271,17.3,0.101,6390.0,1.51,12.0624
candidate,1,0,1.6865884,2.6,0.0305049999999999,6199.0,2.93748,9.30819
candidate,1,0,8.4044,1.24,0.037,5292.0,0.307,14.9129
candidate,1,0,1.1829266,29.0,0.176,5292.0,1.51,11.3123
candidate,1,0,20.5949,1.5097,0.0305049999999999,5969.0,1.059,11.3102
candidate,1,0,20.600656,2.166,0.0187,5969.0,1.059,11.3102
non-candidate,1,0,0.950356,6.94,0.0677,6125.0,0.94,11.3223
candidate,1,0,56.6205,7.68,0.0779,5292.0,0.904,14.1934
candidate,1,0,1.702301,19.1,0.1369,6116.0,1.28,12.6394
candidate,1,0,0.3499146,39.4,0.149,5292.0,2.43,12.7806
candidate,1,0,0.349935,2.18,0.0263,4925.0,0.76,12.7806
candidate,1,1,4.27681,2.27,0.0222,5292.0,0.938,12.1562
candidate,1,1,13.16121,2.62,0.0256,5292.0,0.938,12.1562
candidate,1,1,21.0858,2.95,0.0289,5292.0,0.938,12.1562
candidate,1,1,30.2894,2.33,0.0228,5292.0,0.938,12.1562
candidate,1,1,1.82876,1.46,0.0143,5292.0,0.938,12.1562
candidate,1,0,7.1149,0.9835,0.0305049999999999,5534.0,0.953,12.4082
candidate,1,0,3.347872,28.1,0.1169,5292.0,2.2,12.543
candidate,1,0,1.31982263,2.6,0.0305049999999999,6196.8,2.91272,11.2675
candidate,1,0,3.32257,2.53,0.0209,5292.0,1.108,13.1862
candidate,1,0,6.7713125000000005,44.0,0.252,5292.0,1.6,14.734
non-candidate,1,0,2.4616,2.6,0.0305049999999999,9962.0,2.32365,6.79845
candidate,1,0,6.7713125000000005,8.7,0.0824,5292.0,0.96,11.6496
candidate,1,0,28.29213,3.55,0.0338,5292.0,0.96,11.6496
non-candidate,1,0,7.0502,2.6,0.0305049999999999,4947.69,0.705709,11.9077
candidate,1,0,14.643071,66.04981083,0.045931,4883.0,13.183733,13.1255
candidate,1,0,18.8652,1.57,0.0224,5292.0,0.642,13.0781
candidate,1,0,7.434876,32.0,0.17,5292.0,1.74,12.7885
candidate,1,0,2.349455,15.8,0.0807,7056.0,1.81,11.8234
candidate,1,0,2.34951024,2.6,0.0305049999999999,7418.48,1.50652,11.8234
candidate,1,0,2.349515,53.42672849,0.090538,6254.0,5.410002,11.8234
candidate,1,0,2.3494903,14.6551,0.0305049999999999,7418.5,1.51,11.8234
candidate,1,0,2.349545,15.3,0.0828,5292.0,1.695,11.8234
candidate,1,0,0.2990737,7.6,0.3,5292.0,0.231,15.9385
candidate,1,0,16.43831081,2.6,0.0305049999999999,5997.0,1.92033,12.5049
candidate,1,0,5.88165,2.58,0.0173,5292.0,1.37,13.1983
candidate,1,0,11.55059,1.98,0.041,3677.0,0.469901,13.8259
candidate,1,0,0.19785,0.72,0.015,3677.0,0.469901,13.8259
candidate,1,0,6.423,2.6,0.019868,5053.72,5.86835,14.3177
candidate,1,0,3.1393667,15.9004,0.0305049999999999,5653.4,1.52,13.7991
candidate,1,0,3.1393226,15.43,0.0942,6283.0,1.5,13.7991
candidate,1,0,3.139404,16.419,0.0983,5716.0,1.53,13.7991
candidate,1,0,1.385246,5.01,0.0326,5292.0,1.407,12.3257
candidate,1,0,1.38521606684,6.52719853,0.0305049999999999,6294.0,1.451,12.3257
candidate,1,0,13.8240078,2.38171,0.0305049999999999,5129.0,0.71,12.6606
candidate,1,0,13.8253157,2.6,0.0305049999999999,5163.0,0.75,12.6606
candidate,1,0,22.194346,3.174,0.0272,5660.0,1.069,13.7611
candidate,1,0,1.72397,1.33,0.0137,5292.0,0.885,13.3175
candidate,1,0,17.178,2.6,0.014808,5814.52,1.33351,9.90987
candidate,1,0,5.409,2.6,0.013096,3949.0,45.4751,9.25338
candidate,1,0,4.99,2.6,0.043667,6242.0,1.63356,11.9449
candidate,1,0,4.9898664,9.128,0.0305049999999999,6242.0,1.63,11.9449
candidate,1,0,0.22181,1.13,0.018,3942.0,0.585409,14.5583
candidate,1,0,44.13,2.6,0.020655,4865.94,10.7024,12.8338
candidate,1,0,14.448767,44.2,0.2969,5292.0,1.36,12.2951
candidate,1,0,14.449,2.6,0.303214,6016.0,1.68931,12.2951
candidate,1,0,14.4518248,2.6,0.0305049999999999,6016.0,1.68931,12.2951
candidate,1,0,14.448987,86.0,0.45,5292.0,1.739,12.2951
candidate,1,0,0.463954,0.53,0.018,5292.0,0.272,13.0756
candidate,1,0,0.46395,0.85,0.0186,3563.0,0.42,13.0756
candidate,1,0,0.46395,0.84,0.017,3720.0,0.491813,13.0756
candidate,1,0,5.264,2.6,0.009804,6190.82,1.5774,12.0228
candidate,1,0,1.529084,48.0,0.267,5292.0,1.654,14.3588
candidate,1,0,2.084,2.6,0.048839,5292.0,0.864,12.6702
candidate,1,0,4.166738,94.8,0.4348,5292.0,2.0,12.6702
candidate,1,0,1.56699,1.34,0.0203,5292.0,0.603,14.0195
candidate,1,0,1.567,2.6,0.018044,4426.2,0.615898,14.0195
candidate,1,0,1.56706496,2.6,0.0305049999999999,4426.2,0.615898,14.0195
candidate,1,0,7.757595,1.95,0.0251,5292.0,0.713,12.8185
candidate,1,0,4.871902,15.383,0.0775,6466.0,1.817,13.7229
candidate,1,0,4.8718955,14.64,0.0735,6972.0,1.82,13.7229
candidate,1,0,4.8740385,14.3194,0.0305049999999999,6504.4,1.8,13.7229
candidate,1,0,8.514184,38.298,0.0418,4885.0,8.384,11.7285
non-candidate,1,0,0.967865,2.6,0.0305049999999999,5255.0,0.97198,15.7949
candidate,1,0,16.168833,2.6,0.0305049999999999,5186.0,5.653,13.3696
non-candidate,1,0,25.23658,2.6,0.0305049999999999,3777.0,0.701898,14.4291
candidate,1,0,36.0861607,2.6,0.0305049999999999,4726.0,0.67,14.4015
candidate,1,0,36.109,8.0,0.145,5292.0,0.504,14.4015
non-candidate,1,0,10.337864,2.6,0.0305049999999999,6281.0,1.96735,12.5998
candidate,1,0,9.967689,2.005,0.0178,5882.0,1.031,11.4706
non-candidate,1,0,13.919301,2.6,0.0305049999999999,5330.07,1.2633,11.9842
non-candidate,1,0,0.954863,2.6,0.0305049999999999,5544.91,0.926751,12.785
candidate,1,0,3.25182,33.2,0.4864,5292.0,0.63,17.3562
candidate,1,0,5.032134,25.83,0.0941,5292.0,2.516,11.5115
candidate,1,0,5.03207,36.70955114,0.091329,5070.0,3.685008,11.5115
candidate,1,0,6.45795,2.78,0.0271,5292.0,0.9389,14.0464
non-candidate,1,0,0.554633,2.6,0.0305049999999999,4729.0,0.951566,15.6851
candidate,1,0,5.176243,19.44301811,0.159299,6185.0,1.118972,9.17856
candidate,1,0,5.176,2.6,0.059037,6146.0,1.35641,9.17856
non-candidate,1,0,2.153178,2.6,0.0305049999999999,5523.0,0.997379,15.0642
candidate,1,0,1.610888,0.82,0.025,5292.0,0.299,13.3119
candidate,1,0,1.611,2.6,0.022748,3511.0,0.409602,13.3119
candidate,1,0,1.610911,1.5,0.0249,5292.0,0.56,13.3119
candidate,1,0,1.61092,0.75,0.024,3511.0,0.409602,13.3119
candidate,1,0,2.17807,0.65,0.021,3511.0,0.409602,13.3119
candidate,1,0,2.178008,0.67,0.0205,5292.0,0.299,13.3119
candidate,1,0,2.177846,1.2,0.0193,5292.0,0.56,13.3119
candidate,1,0,4.96792,0.75,0.0231,5292.0,0.299,13.3119
candidate,1,0,4.96883,0.67,0.021,3511.0,0.409602,13.3119
candidate,1,0,6.26561,0.77,0.0235,5292.0,0.299,13.3119
candidate,1,0,3.28963,0.51,0.0156,5292.0,0.299,13.3119
non-candidate,1,0,0.565934,2.6,0.0305049999999999,5309.0,1.55349,14.7956
