koi_disposition,kepid,kepoi_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_time0bk,koi_tce_plnt_num,is_confirmed,any_false_positive_flag,koi_period_log,koi_prad_log,koi_teq_log
CANDIDATE,11565544,K03013.01,CANDIDATE,0.998,0,0,0,0,3.76562031,1.193,1.288,232.6,19.39,1084.0,326.2,14.6,5743.0,4.553,0.853,14.698,294.96811,49.556511,131.75562,1.0,0,0,1.3259126046530292,2.9647574692545606,6.988413181999592
CONFIRMED,7347246,K03014.01,CANDIDATE,0.941,0,0,0,0,86.1160885,0.016,6.058,875.2,3.11,441.0,8.93,17.8,6161.0,4.454,1.053,15.831,286.36157,42.963921,134.8808,1.0,1,0,4.455696252282144,1.1346227261911428,6.089044875446846
CONFIRMED,11403530,K03015.01,CANDIDATE,0.939,0,0,0,0,3.61460332,0.026,3.227,43.9,0.9,1397.0,900.38,15.4,5799.0,4.161,1.375,13.219,292.18011,49.20248,133.09123,1.0,1,0,1.284982117916185,-0.10536051565782628,7.242082359256962
CONFIRMED,5088536,K00282.02,CANDIDATE,0.999,0,0,0,0,8.45744892,0.494,3.2893,77.4,1.02,982.0,220.05,31.0,5903.0,4.304,1.137,11.529,288.45065,40.245327,139.06689,2.0,1,0,2.135047582044674,0.01980262729617973,6.889591308354466
CANDIDATE,12072872,K03017.01,CANDIDATE,0.98,0,0,0,0,2.46288834,0.256,1.724,47.4,0.67,1391.0,883.43,11.9,5893.0,4.395,0.967,13.308,296.85925,50.560162,132.80114,1.0,0,0,0.9013347831533716,-0.40047756659712525,7.237778191923443
CONFIRMED,6609270,K03090.01,CANDIDATE,0.614,0,0,0,0,3.82223397,0.725,1.924,362.7,1.05,601.0,30.84,15.9,3729.0,4.733,0.514,15.665,292.73764,42.014832,132.14965,1.0,1,0,1.3408350605849215,0.04879016416943204,6.398594934535208
CONFIRMED,12406807,K03091.01,CANDIDATE,0.929,0,0,0,0,17.067644,0.106,6.026,262.4,1.62,769.0,82.56,13.5,6347.0,4.464,0.996,15.372,290.88831,51.248169,145.56929,1.0,1,0,2.837184507362739,0.4824261492442928,6.645090969505644
FALSE POSITIVE,8046689,K03092.01,FALSE POSITIVE,0.003,0,0,1,0,5.78542702,0.163,2.271,256.2,1.91,1212.0,510.79,15.4,6555.0,4.374,1.178,15.451,297.42636,43.816502,137.09181,1.0,0,1,1.7553421729603378,0.6471032420585384,7.10002716662926
CONFIRMED,5096590,K03093.01,CANDIDATE,0.996,0,0,0,0,29.6099055,0.984,7.433,120.1,1.74,629.0,37.12,14.3,5812.0,4.329,1.122,13.619,290.99167,40.229321,137.3316,1.0,1,0,3.3881089506190456,0.5538851132264376,6.444131256700441
CONFIRMED,9650989,K03095.01,CANDIDATE,1.0,0,0,0,0,3.42390809,0.213,1.773,153.1,1.25,1212.0,508.75,13.1,5788.0,4.442,1.015,15.067,292.57336,46.36684,132.88326,1.0,1,0,1.2307826150453876,0.22314355131420976,7.10002716662926
CONFIRMED,6289257,K00307.02,CANDIDATE,1.0,0,0,0,0,5.21104597,0.833,3.3447,102.7,1.18,1107.0,354.82,36.9,6023.0,4.423,1.031,12.797,293.18033,41.61776,131.53797,2.0,1,0,1.650780597611444,0.16551443847757333,7.009408932708637
CONFIRMED,6291837,K00308.01,CANDIDATE,1.0,0,0,0,0,35.5969684,0.895,6.691,684.5,3.72,646.0,41.06,52.5,6212.0,4.309,1.209,12.351,293.92972,41.602871,187.52765,1.0,1,0,3.572260476928525,1.3137236682850553,6.470799503782602
FALSE POSITIVE,7024222,K00309.01,FALSE POSITIVE,0.001,0,0,1,0,1.633107509,0.35,1.491,60.8,0.53,1083.0,324.97,21.7,4579.0,4.596,0.684,12.843,288.82303,42.542728,170.19649,1.0,0,1,0.4904846470937862,-0.6348782724359695,6.9874902470009905
FALSE POSITIVE,7024511,K00311.01,FALSE POSITIVE,0.0,0,0,0,1,66.1544958,0.8526,6.945,1972.0,3.33,315.0,2.33,42.7,4679.0,4.627,0.643,12.655,288.9256,42.531509,175.64641,1.0,0,1,4.191992851970356,1.2029723039923526,5.752572638825633
CONFIRMED,7050989,K00312.01,CANDIDATE,1.0,0,0,0,0,11.57890926,0.359,2.7207,243.4,2.06,951.0,193.48,54.8,6156.0,4.284,1.303,12.459,296.46732,42.598785,175.58603,1.0,1,0,2.449185275998687,0.7227059828014898,6.85751406254539
CONFIRMED,7175184,K00369.02,CANDIDATE,1.0,0,0,0,0,10.10463142,0.571,2.369,114.6,1.59,1046.0,283.38,24.1,6070.0,4.157,1.431,11.992,281.91568,42.775509,135.55718,2.0,1,0,2.312993875177985,0.4637340162321402,6.952728644624869
CONFIRMED,8494142,K00370.01,CANDIDATE,0.999,0,0,0,0,42.88247951,0.391,9.7471,408.9,3.61,709.0,59.6,112.2,6143.0,4.039,1.763,11.931,291.38776,44.52911,203.6483,1.0,1,0,3.7584633394844373,1.2837077723447896,6.5638555265321274
CONFIRMED,11554435,K00063.01,CANDIDATE,0.999,0,0,0,0,9.43414171,0.538,2.8112,3977.0,5.73,791.0,92.39,40.2,5578.0,4.518,0.886,11.582,289.22617,49.548199,177.84346,1.0,1,0,2.244335205949168,1.7457155307266483,6.673297967767654
CONFIRMED,8494142,K00370.02,CANDIDATE,0.989,0,0,0,0,22.95062278,0.748,4.4814,129.8,2.17,873.0,137.23,32.9,6143.0,4.039,1.763,11.931,291.38776,44.52911,151.53259,2.0,1,0,3.1333450725218115,0.7747271675523681,6.771935555839602
FALSE POSITIVE,5652983,K00371.01,FALSE POSITIVE,0.0,0,1,0,0,498.391282,0.959,6.135,1590.0,17.14,339.0,3.11,49.7,5134.0,3.611,3.107,12.193,299.67615,40.856491,244.08166,1.0,0,1,6.211385475345939,2.8414149131696336,5.82600010738045
CONFIRMED,6471021,K00372.01,CANDIDATE,0.006,0,0,0,0,125.6291479,0.471,9.108,7841.6,10.02,388.0,5.35,150.4,5819.0,4.334,1.111,12.391,299.12244,41.86676,253.35079,1.0,1,0,4.833334296377707,2.3045830956567186,5.961005339623274
FALSE POSITIVE,7906671,K03018.01,FALSE POSITIVE,0.0,0,0,1,0,45.1178526,0.97,3.737,389.2,2.78,517.0,16.87,17.3,5585.0,4.339,1.038,14.72,296.78445,43.619011,156.99133,1.0,0,1,3.8092780129721104,1.0224509277025455,6.248042874508429
CONFIRMED,8709688,K03019.01,CANDIDATE,0.963,0,0,0,0,4.17939037,0.317,2.647,172.8,1.52,1194.0,478.98,16.1,5633.0,4.296,1.162,14.927,298.40137,44.838181,133.84818,1.0,1,0,1.4301653914027144,0.41871033485818504,7.085064293952548
CANDIDATE,8241079,K03020.01,CANDIDATE,1.0,0,0,0,0,10.9192653,0.434,4.572,91.1,1.9,1107.0,355.29,15.0,5745.0,3.939,1.972,13.534,294.54041,44.190979,134.26789,1.0,0,0,2.390528687833563,0.6418538861723947,7.009408932708637
FALSE POSITIVE,3348285,K03021.01,FALSE POSITIVE,0.0,0,0,1,0,0.803835923,0.447,1.397,52.6,0.78,2129.0,4863.18,12.4,6242.0,4.442,1.047,13.7,292.97775,38.42078,131.80207,1.0,0,1,-0.2183601065001315,-0.2484613592984996,7.663407664893479
CONFIRMED,11618601,K03022.01,CANDIDATE,0.828,0,0,0,0,2.76263737,0.46,1.821,185.0,1.25,1231.0,544.05,14.1,5772.0,4.528,0.901,15.4,295.58649,49.666851,132.99574,1.0,1,0,1.0161857923043727,0.22314355131420976,7.115582126184454
CONFIRMED,7582689,K03097.01,CANDIDATE,0.983,0,0,0,0,11.9216035,0.929,5.009,43.2,0.87,851.0,123.89,15.1,6006.0,4.403,1.082,11.973,281.11234,43.227791,137.47581,1.0,1,0,2.4783521744020365,-0.13926206733350766,6.7464121285733745
CONFIRMED,7582689,K03097.02,CANDIDATE,0.982,0,0,0,0,6.80257947,0.889,4.608,32.7,0.73,1026.0,262.26,14.7,6006.0,4.403,1.082,11.973,281.11234,43.227791,138.0478,2.0,1,0,1.9173018740767052,-0.31471074483970024,6.933423025730715
CONFIRMED,7582689,K03097.03,CANDIDATE,1.0,0,0,0,0,8.70312154,0.886,4.807,32.0,0.72,945.0,188.7,13.0,6006.0,4.403,1.082,11.973,281.11234,43.227791,140.15531,3.0,1,0,2.163681759009185,-0.3285040669720361,6.851184927493743
FALSE POSITIVE,9959589,K03098.01,FALSE POSITIVE,0.0,0,0,1,1,1.332557603,1.174,6.043,225.3,19.88,1703.0,1983.27,28.1,6091.0,4.487,0.967,15.787,295.2374,46.81963,132.05691,1.0,0,1,0.2871001053917973,2.989714201228428,7.440146680662688
FALSE POSITIVE,9025922,K00043.01,FALSE POSITIVE,0.0,0,1,1,1,11.32029599,0.914,4.5866,4303.5,8.02,811.0,102.12,85.0,5780.0,4.438,1.0,13.29,293.26605,45.350697,177.08388,1.0,0,1,2.426597219959698,2.081938421878423,6.698268054115413
CONFIRMED,6196457,K00285.02,CANDIDATE,0.976,0,0,0,0,26.723169,0.035,8.501,195.0,2.31,781.0,88.1,67.5,5862.0,4.05,1.67,11.565,289.08606,41.562958,147.93696,2.0,1,0,3.2855309419353866,0.8372475245337022,6.660575149839686
CONFIRMED,7050989,K00312.02,CANDIDATE,0.998,0,0,0,0,16.39926461,0.115,3.4108,220.8,1.94,847.0,121.53,46.4,6156.0,4.284,1.303,12.459,296.46732,42.598785,131.96806,2.0,1,0,2.797236492971113,0.6626879730752367,6.741700694652055
CONFIRMED,7419318,K00313.01,CANDIDATE,1.0,0,0,0,0,18.73577127,0.785,3.0356,567.2,2.1,568.0,24.66,81.8,5188.0,4.547,0.795,12.99,282.13553,43.039101,177.634372,1.0,1,0,2.9304345987321665,0.7419373447293773,6.342121418721152
CONFIRMED,7419318,K00313.02,CANDIDATE,1.0,0,0,0,0,8.43639829,0.51,3.2451,345.5,1.5,742.0,71.51,76.8,5188.0,4.547,0.795,12.99,282.13553,43.039101,179.88704,2.0,1,0,2.13255547463621,0.4054651081081644,6.60934924316738
CONFIRMED,7603200,K00314.01,CANDIDATE,1.0,0,0,0,0,13.78109471,0.545,2.3188,756.0,1.42,402.0,6.17,112.8,3846.0,4.738,0.503,12.925,290.3815,43.292988,177.852785,1.0,1,0,2.623297704375016,0.35065687161316933,5.996452088619021
CONFIRMED,7603200,K00314.02,CANDIDATE,1.0,0,0,0,0,23.08902241,0.32,1.7012,598.3,1.24,338.0,3.1,57.4,3846.0,4.738,0.503,12.925,290.3815,43.292988,171.007634,2.0,1,0,3.1393572842284523,0.2151113796169455,5.823045895483019
CONFIRMED,10905239,K00046.02,CANDIDATE,0.917,0,0,0,0,6.02977241,0.379,3.961,54.6,1.18,1204.0,496.46,11.5,5576.0,4.065,1.593,13.77,283.25549,48.355232,132.48162,2.0,1,0,1.7967092670749039,0.16551443847757333,7.093404625868766
CONFIRMED,7364176,K00373.01,CANDIDATE,1.0,0,0,0,0,135.1879934,0.023,8.8191,663.4,2.32,345.0,3.33,85.8,5731.0,4.451,0.906,12.765,292.23492,42.909458,190.93292,1.0,1,0,4.906666353452341,0.8415671856782185,5.84354441703136
CONFIRMED,8686097,K00374.01,CANDIDATE,0.992,0,0,0,0,172.7046083,0.004,11.347,659.1,2.85,355.0,3.77,92.9,5851.0,4.302,1.116,12.209,290.62524,44.873959,236.92574,1.0,1,0,5.151582668641443,1.0473189942805592,5.872117789475416
CONFIRMED,12356617,K00375.01,CANDIDATE,0.0,0,0,0,0,988.8811177,0.1667,5.9504,5060.0,10.81,223.0,0.58,136.4,5755.0,4.101,1.549,13.293,291.2012,51.144279,239.224189,1.0,1,0,6.896574119847515,2.3804716316511167,5.407171771460119
FALSE POSITIVE,12643589,K00376.01,FALSE POSITIVE,0.0,0,1,1,1,44.14599042,1.902,3.4015,4467.8,121.48,624.0,35.87,99.6,6692.0,4.383,1.152,13.754,288.32147,51.726601,211.531127,1.0,0,1,3.787502105711793,4.799749640177548,6.436150368369428
FALSE POSITIVE,12643589,K00376.02,FALSE POSITIVE,0.0,0,1,1,0,1.411627439,0.853,1.0814,515.2,2.99,1966.0,3523.63,53.1,6692.0,4.383,1.152,13.754,288.32147,51.726601,178.263426,2.0,0,1,0.3447432508561845,1.095273387402595,7.583756300707112
CONFIRMED,3323887,K00377.01,CANDIDATE,0.0,0,0,0,0,19.270825843,0.169,4.1281,6660.5,7.74,661.0,45.05,577.1,5779.0,4.491,0.956,13.803,285.57397,38.400902,182.5436,2.0,1,0,2.9585923379168912,2.046401687601636,6.493753839851686
CONFIRMED,11618601,K03022.02,CANDIDATE,0.972,0,0,0,0,5.05368985,0.53,2.514,171.5,1.21,1007.0,243.06,11.5,5772.0,4.528,0.901,15.4,295.58649,49.666851,135.11296,2.0,1,0,1.6201186398490826,0.1906203596086497,6.914730892718563
FALSE POSITIVE,7732285,K03023.01,FALSE POSITIVE,0.001,0,0,1,0,4.39049637,0.389,3.0112,113.5,2.07,1637.0,1701.16,31.1,6429.0,3.989,1.908,13.33,282.25177,43.493759,134.12735,1.0,0,1,1.4794422890324672,0.7275486072772777,7.400620577371135
CONFIRMED,9716391,K03025.01,CANDIDATE,0.958,0,0,0,0,13.1829329,0.016,3.594,518.0,1.84,661.0,45.19,13.8,5382.0,4.571,0.827,16.239,294.34164,46.49876,141.82648,1.0,1,0,2.5789230308743867,0.6097655716208943,6.493753839851686
CONFIRMED,6929841,K03026.01,CANDIDATE,0.998,0,0,0,0,3.51575492,0.061,1.381,237.4,1.35,1033.0,269.57,15.2,5094.0,4.45,0.901,14.897,284.92859,42.42231,134.29974,1.0,1,0,1.2572542731841505,0.30010459245033816,6.940222469119639
CONFIRMED,5088536,K00282.03,CANDIDATE,0.894,0,0,0,0,87.5177787,0.983,2.55,136.5,1.85,451.0,9.76,12.2,5903.0,4.304,1.137,11.529,288.45065,40.245327,201.15451,3.0,1,0,4.47184195786712,0.6151856390902335,6.111467339502679
FALSE POSITIVE,5124254,K03099.01,FALSE POSITIVE,0.0,0,0,1,0,14.0498182,0.569,2.907,472.0,1.45,480.0,12.56,14.5,4228.0,4.618,0.652,15.648,297.85632,40.218102,140.50396,1.0,0,1,2.6426094561942595,0.371563556432483,6.173786103901937
CONFIRMED,11508644,K03101.01,CANDIDATE,0.998,0,0,0,0,14.2563272,0.894,4.796,206.1,1.73,797.0,95.22,14.3,6140.0,4.455,1.027,15.192,292.54575,49.416969,133.40971,1.0,1,0,2.657200822204685,0.5481214085096876,6.680854678790215
CANDIDATE,12168993,K03105.01,CANDIDATE,0.999,0,0,0,0,4.21223579,0.97,7.898,116.4,1.04,887.0,146.4,12.8,5116.0,4.591,0.7,15.277,296.28064,50.755669,132.9291,1.0,0,0,1.4379935732366915,0.03922071315328133,6.787844982309579
CONFIRMED,8895758,K03106.01,CANDIDATE,0.877,0,0,0,0,0.968980781,0.065,1.517,118.5,1.08,1844.0,2730.51,12.8,5866.0,4.473,1.0,15.415,295.34967,45.114552,132.41921,1.0,1,0,-0.03151050113739346,0.0769610411361284,7.519692404116539
FALSE POSITIVE,10031500,K03107.01,FALSE POSITIVE,0.0,1,0,0,1,8.589562,1.138,9.885,245.4,15.95,891.0,148.61,14.0,5766.0,4.404,0.945,15.214,298.71362,46.903118,132.0335,1.0,0,1,2.1505477451734536,2.7694588292308535,6.792344427470809
CONFIRMED,7603200,K00314.03,CANDIDATE,0.999,0,0,0,0,10.31282204,0.061,2.0138,137.6,0.59,443.0,9.07,22.0,3846.0,4.738,0.503,12.925,290.3815,43.292988,133.53528,3.0,1,0,2.333387979294424,-0.527632742082372,6.093569770045136
CONFIRMED,7700622,K00315.01,CANDIDATE,1.0,0,0,0,0,35.58349688,0.001,3.9885,937.6,2.03,408.0,6.54,90.8,4894.0,4.637,0.684,12.968,297.27188,43.333309,189.03562,1.0,1,0,3.5718819595893123,0.7080357930536959,6.0112671744041615
CONFIRMED,8008067,K00316.01,CANDIDATE,1.0,0,0,0,0,15.77111067,0.009,5.0574,547.1,2.62,752.0,75.61,123.2,5620.0,4.333,1.143,12.701,282.39194,43.889351,184.90347,1.0,1,0,2.7581798277910523,0.9631743177730056,6.62273632394984
CONFIRMED,8008067,K00316.02,CANDIDATE,1.0,0,0,0,0,157.0659976,0.004,8.1289,551.4,2.63,350.0,3.53,50.9,5620.0,4.333,1.143,12.701,282.39194,43.889351,481.26942,2.0,1,0,5.056666083897886,0.9669838461896731,5.857933154483459
CONFIRMED,8008067,K00316.03,CANDIDATE,1.0,0,0,0,0,7.305706326,0.826,1.4228,264.9,2.11,972.0,210.72,43.6,5620.0,4.333,1.143,12.701,282.39194,43.889351,131.77905,3.0,1,0,1.9886557312881663,0.7466879474879751,6.879355804460439
CONFIRMED,3323887,K00377.02,CANDIDATE,0.0,0,0,0,0,38.90787517,0.6883,4.5271,6159.1,7.98,523.0,17.66,366.1,5779.0,4.491,0.956,13.803,285.57397,38.400902,175.425847,1.0,1,0,3.66119667666443,2.0769384114617173,6.259581464064923
CANDIDATE,7051180,K00064.01,CANDIDATE,1.0,0,0,0,0,1.951082219,0.925,1.6975,1151.8,10.35,2005.0,3822.26,30.1,5302.0,3.768,2.426,13.143,296.51059,42.54744,157.54316,1.0,0,0,0.6683842027314985,2.336986519711378,7.60339933974067
CONFIRMED,3323887,K00377.03,CANDIDATE,0.0,0,0,0,0,1.59295975,0.0779,1.9313,248.3,1.48,1517.0,1251.43,48.9,5779.0,4.491,0.956,13.803,285.57397,38.400902,182.08924,1.0,1,0,0.4655937638164847,0.3920420877760237,7.324489979348532
FALSE POSITIVE,2449074,K00378.01,FALSE POSITIVE,0.0,0,1,1,1,4.94402197,1.157,4.062,363.3,32.92,1419.0,958.29,33.0,6013.0,4.035,1.7,13.15,292.6933,37.705513,173.75192,1.0,0,1,1.5981791639157426,3.494080375808869,7.257707677160043
FALSE POSITIVE,2446113,K00379.01,FALSE POSITIVE,0.073,0,0,1,0,6.71725648,0.163,2.5207,272.7,2.78,1264.0,603.71,49.1,6078.0,4.094,1.683,13.319,292.05676,37.776192,170.99733,1.0,0,1,1.9046798092687152,1.0224509277025455,7.142036574706803
CANDIDATE,2446113,K00379.02,CANDIDATE,1.0,0,0,0,0,23.1375919,0.429,3.35,114.0,1.83,837.0,115.86,12.9,6078.0,4.094,1.683,13.319,292.05676,37.776192,152.17335,2.0,0,0,3.141458649798805,0.6043159668533296,6.729824070489475
CONFIRMED,11137180,K03027.01,CANDIDATE,0.929,0,0,0,0,6.07032548,0.454,1.341,311.6,1.36,789.0,91.45,11.9,5076.0,4.598,0.763,15.489,291.6756,48.762562,135.30933,1.0,1,0,1.8034122247211624,0.3074846997479607,6.670766320845874
FALSE POSITIVE,9838804,K03028.01,FALSE POSITIVE,0.0,0,0,0,1,1.33256952,0.463,2.915,163.5,1.06,1461.0,1076.99,16.5,5547.0,4.571,0.82,15.983,294.96246,46.676289,132.03835,1.0,0,1,0.28710904830479933,0.058268908123975824,7.2868764117507
CANDIDATE,5903749,K03029.01,CANDIDATE,1.0,0,0,0,0,18.9763286,0.922,2.379,329.8,2.24,638.0,39.11,11.0,5300.0,4.385,0.986,14.948,298.75836,41.159882,134.83396,1.0,0,0,2.9431923392758392,0.8064758658669485,6.45833828334479
CANDIDATE,5903749,K03029.02,CANDIDATE,0.985,0,0,0,0,6.34724702,0.739,3.097,159.8,1.35,919.0,168.14,11.1,5300.0,4.385,0.986,14.948,298.75836,41.159882,133.00398,2.0,0,0,1.8480211787414147,0.30010459245033816,6.823286122355687
FALSE POSITIVE,5524881,K03030.01,FALSE POSITIVE,0.0,0,0,1,0,7.19552624,0.593,4.095,214.6,1.67,1037.0,273.05,15.6,6242.0,4.432,1.093,15.614,289.09106,40.751122,136.03008,1.0,0,1,1.9734594773450886,0.5128236264286637,6.9440872082295275
CONFIRMED,3756264,K03108.01,CANDIDATE,1.0,0,0,0,0,7.36272124,0.253,1.3287,429.3,1.86,901.0,155.72,17.8,5868.0,4.53,0.894,14.941,293.82663,38.856621,136.86143,1.0,1,0,1.9964295981017774,0.62057648772511,6.803505257608338
CONFIRMED,11572193,K03109.01,CANDIDATE,0.989,0,0,0,0,10.6761592,0.403,4.594,151.0,1.79,1049.0,285.79,14.1,6460.0,4.267,1.434,13.688,297.64227,49.594978,140.59136,1.0,1,0,2.3680131433831377,0.5822156198526637,6.955592608396297
CONFIRMED,11285870,K03110.01,CANDIDATE,0.972,0,0,0,0,4.48494315,0.3,2.752,134.9,1.23,1199.0,488.22,12.4,6217.0,4.437,1.051,14.879,285.36624,49.044868,135.01836,1.0,1,0,1.5007258198451394,0.20701416938432612,7.089243155027514
CANDIDATE,8581240,K03111.01,CANDIDATE,1.0,0,0,0,0,10.76800074,0.583,3.494,65.1,0.92,885.0,144.85,14.2,5874.0,4.338,1.096,12.863,298.57687,44.621609,138.50669,1.0,0,0,2.3765788416245095,-0.08338160893905101,6.785587645007929
CANDIDATE,8581240,K03111.02,CANDIDATE,0.986,0,0,0,0,4.32848303,0.367,2.955,35.5,0.66,1199.0,488.23,11.4,5874.0,4.338,1.096,12.863,298.57687,44.621609,132.5128,2.0,0,0,1.4652171411392647,-0.4155154439616658,7.089243155027514
CONFIRMED,6196457,K00285.03,CANDIDATE,0.476,0,0,0,0,49.3567907,0.277,10.954,130.2,1.91,637.0,38.86,35.0,5862.0,4.05,1.67,11.565,289.08606,41.562958,134.29533,3.0,1,0,3.899075359249968,0.6471032420585384,6.456769655572163
CONFIRMED,8121310,K00317.01,CANDIDATE,0.999,0,0,0,0,22.20809549,0.017,7.3327,463.2,3.02,803.0,98.36,92.7,6336.0,4.266,1.403,12.885,298.81638,43.998039,206.35965,1.0,1,0,3.100456884117023,1.1052568313867783,6.688354713946762
CONFIRMED,8156120,K00318.01,CANDIDATE,0.987,0,0,0,0,38.5833679,0.905,12.391,1388.2,8.56,761.0,79.08,46.1,6273.0,4.04,1.927,12.211,288.15399,44.068821,174.84868,1.0,1,0,3.6528213001941605,2.1471001901536506,6.634633357861686
CANDIDATE,8684730,K00319.01,CANDIDATE,0.998,0,0,0,0,46.15119482,0.904,6.3427,1817.3,10.02,703.0,57.8,286.0,5877.0,3.927,1.963,12.711,290.11752,44.87294,176.626026,1.0,0,0,3.8319228505378833,2.3045830956567186,6.555356891810665
FALSE POSITIVE,8700558,K00320.01,FALSE POSITIVE,0.0,1,0,1,0,4.79179893,1.209,2.9283,123.9,26.26,1249.0,575.43,46.3,6499.0,4.408,1.103,12.174,295.94781,44.827831,173.51679,2.0,0,1,1.5669059004169632,3.26804686887465,7.130098510125578
CONFIRMED,8753657,K00321.01,CANDIDATE,1.0,0,0,0,0,2.426304127,0.694,2.6624,185.4,1.41,1302.0,679.12,97.0,5678.0,4.484,0.97,12.52,291.84805,44.96822,170.455517,1.0,1,0,0.8863691641651743,0.34358970439007686,7.171656822768514
CANDIDATE,8554498,K00005.01,CANDIDATE,1.0,0,0,0,0,4.780327581,0.952,2.0253,960.8,7.14,1441.0,1020.05,380.8,5937.0,4.012,1.787,11.665,289.73972,44.647419,132.974086,1.0,0,0,1.5645090757451405,1.965712776351493,7.273092595999522
FALSE POSITIVE,3847708,K00389.01,FALSE POSITIVE,0.0,0,1,1,0,3.741231778,0.25,2.469,419.0,1.55,951.0,193.55,66.6,5206.0,4.598,0.767,13.936,290.70102,38.954681,171.70626,1.0,0,1,1.3194149096082595,0.4382549309311553,6.85751406254539
FALSE POSITIVE,3849155,K00390.01,FALSE POSITIVE,0.0,0,1,1,0,1.168310132,0.107,1.31,283.3,1.43,1577.0,1469.16,64.7,5509.0,4.487,0.857,13.831,291.12799,38.914688,170.604205,1.0,0,1,0.15555837313338688,0.3576744442718159,7.3632795869630385
FALSE POSITIVE,3858804,K00391.01,FALSE POSITIVE,0.0,0,1,1,1,25.9525478,1.228,21.328,478.4,74.69,865.0,132.4,57.0,5211.0,3.715,2.721,13.778,293.67245,38.985699,174.84275,1.0,0,1,3.2562697859099807,4.313346214368975,6.762729506931879
CONFIRMED,3942670,K00392.01,CANDIDATE,1.0,0,0,0,0,33.4160553,0.947,8.605,275.8,2.98,689.0,53.18,29.3,6007.0,4.178,1.42,13.954,287.97577,39.087181,171.33696,1.0,1,0,3.509036482089363,1.091923300517313,6.535241271013659
CONFIRMED,3942670,K00392.02,CANDIDATE,0.993,0,0,0,0,12.6119685,0.709,6.372,76.5,1.33,953.0,194.9,12.2,6007.0,4.178,1.42,13.954,287.97577,39.087181,138.1189,2.0,1,0,2.5346462440583823,0.28517894223366247,6.859614903654202
CANDIDATE,6949898,K03031.01,CANDIDATE,0.991,0,0,0,0,7.64809462,0.265,2.216,195.9,1.19,840.0,117.65,12.2,5641.0,4.554,0.85,15.267,292.22739,42.451969,137.21737,1.0,0,0,2.0344565475344942,0.17395330712343798,6.733401891837359
CONFIRMED,10585738,K03032.01,FALSE POSITIVE,0.973,0,1,0,0,0.636424848,0.319,0.947,217.9,1.31,1846.0,2754.93,18.1,5343.0,4.538,0.885,15.744,285.15692,47.873329,131.68872,1.0,1,1,-0.4518889386547055,0.2700271372130602,7.520776415062797
FALSE POSITIVE,7186665,K03033.01,FALSE POSITIVE,0.0,0,1,0,0,8.55935323,0.744,4.303,148.8,1.21,921.0,169.77,20.4,6115.0,4.462,0.919,14.538,287.12234,42.70694,137.22854,1.0,0,1,2.147024630056068,0.1906203596086497,6.825460036255307
CANDIDATE,2973386,K03034.01,CANDIDATE,1.0,0,0,0,0,31.0209175,0.881,2.012,859.5,1.66,291.0,1.7,15.1,3720.0,4.764,0.48,15.572,286.98013,38.165218,138.01479,1.0,0,0,3.434661735002793,0.5068176023684519,5.673323267171493
FALSE POSITIVE,6388770,K03035.01,FALSE POSITIVE,0.0,0,1,0,0,21.3419702,0.67525,10.73,575.95,8.97,1152.5,105.86,34.25,5867.0,4.431,1.01,13.87,298.36188,41.781109,134.094,1.0,0,1,3.0606755658856484,2.1938856760707046,7.049688774870804
CANDIDATE,7022573,K03112.01,CANDIDATE,0.761,0,0,0,0,2.118893997,0.019,0.822,311.4,1.41,1230.0,541.53,11.3,5504.0,4.583,0.796,15.855,288.21072,42.556808,132.8042,1.0,0,0,0.7508942530230712,0.34358970439007686,7.114769448366463
CONFIRMED,7676423,K03113.01,CANDIDATE,1.0,0,0,0,0,2.46050095,0.052,1.861,276.8,1.03,969.0,208.54,16.7,4811.0,4.626,0.634,15.245,289.69748,43.372089,133.61605,1.0,1,0,0.9003649674242075,0.02955880224154443,6.876264611890766
CANDIDATE,9288237,K03114.01,CANDIDATE,0.988,0,0,0,0,7.49133777,0.013,6.315,34.5,1.01,1291.0,656.15,14.4,6177.0,3.993,1.71,12.277,294.71677,45.781269,135.31257,1.0,0,0,2.013747389057347,0.009950330853168092,7.1631723908466425
CONFIRMED,11714231,K03115.01,CANDIDATE,0.998,0,0,0,0,5.8660127,0.539,3.985,183.0,1.45,1064.0,302.77,16.8,6020.0,4.427,1.04,15.273,292.65839,49.865189,136.35647,1.0,1,0,1.7691751355716678,0.371563556432483,6.96979066990159
CONFIRMED,11720424,K03116.01,CANDIDATE,0.98,0,0,0,0,23.9107056,0.398,4.996,294.0,1.91,709.0,59.76,12.9,6338.0,4.418,1.091,15.376,295.52417,49.829552,150.5394,1.0,1,0,3.174326291699796,0.6471032420585384,6.5638555265321274
FALSE POSITIVE,7837302,K00048.01,FALSE POSITIVE,0.0,0,1,0,0,23.836808884,1.008,6.02854,29685.0,59.31,919.0,168.28,2793.4,6095.0,3.894,1.94,13.722,296.55386,43.543179,173.7759431,1.0,0,1,3.1712309777007843,4.082777925850635,6.823286122355687
