koi_disposition,kepid,kepoi_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_time0bk,koi_tce_plnt_num,is_confirmed,any_false_positive_flag,koi_period_log,koi_prad_log,koi_teq_log
FALSE POSITIVE,10196493,K03149.01,FALSE POSITIVE,0.0,0,0,0,0,9.81101738,0.67525,2.09,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,14.656,286.65024,47.242329,134.18676,1.0,0,0,2.2835059766606753,2.1938856760707046,7.049688774870804
CONFIRMED,11442793,K00351.05,CANDIDATE,0.999,0,0,0,0,8.71980135,0.343,3.7454,160.4,1.53,987.0,224.47,22.7,5970.0,4.317,1.2,13.804,284.4335,49.305161,139.52134,7.0,1,0,2.165596456698095,0.4252677354043441,6.894670039433482
CONFIRMED,11442793,K00351.06,CANDIDATE,0.916,0,0,0,0,7.00821787,0.156,3.812,116.4,1.29,1062.0,300.58,19.2,5970.0,4.317,1.2,13.804,284.4335,49.305161,137.67164,6.0,1,0,1.9470834419065528,0.25464221837358075,6.967909201801884
FALSE POSITIVE,7812455,K02881.01,FALSE POSITIVE,0.0,0,1,1,0,0.903583394,1.242,1.5942,1027.1,33.18,2162.0,5162.98,151.7,6455.0,4.41,1.101,14.811,288.17081,43.501202,131.877566,1.0,0,1,-0.10138687215786732,3.5019472847622986,7.6787889981991535
FALSE POSITIVE,9520443,K02893.01,FALSE POSITIVE,0.0,0,1,1,0,0.99014722,0.329,0.9394,321.1,1.34,1433.0,997.75,23.0,5072.0,4.606,0.747,15.896,289.20413,46.133911,132.02928,1.0,0,1,-0.009901639838594779,0.29266961396282004,7.267525427828172
FALSE POSITIVE,10601465,K02902.01,FALSE POSITIVE,0.0,0,0,0,0,138.61227705,0.67525,13.79,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.072,292.44772,47.858952,170.98026,1.0,0,0,4.931680661837244,2.1938856760707046,7.049688774870804
FALSE POSITIVE,7461307,K02909.01,FALSE POSITIVE,0.0,0,1,1,1,0.77359329,0.388,1.7603,80.6,0.82,1890.0,3022.82,21.7,5747.0,4.508,0.907,14.615,296.23697,43.014149,132.09232,1.0,0,1,-0.256709008613865,-0.19845093872383832,7.5443321080536885
FALSE POSITIVE,7269881,K02916.01,FALSE POSITIVE,0.0,0,1,0,0,0.306937807,0.005,0.5925,119.2,0.82,2142.0,5019.53,29.3,5088.0,4.58,0.741,14.409,287.73572,42.823421,131.635518,1.0,0,1,-1.1811101349795494,-0.19845093872383832,7.669495251007694
CANDIDATE,6974658,K02925.01,CANDIDATE,0.999,0,0,0,0,0.716531851,0.887,0.655,78.9,1.11,2034.0,4063.57,17.9,5552.0,4.349,1.03,13.458,298.29819,42.434368,131.7213,1.0,0,0,-0.3333325791080831,0.10436001532424286,7.617759576608505
FALSE POSITIVE,10964265,K02934.01,FALSE POSITIVE,0.133,0,0,1,0,0.637487312,0.81,1.9626,211.3,1.75,2334.0,7053.67,25.0,6173.0,4.39,1.083,15.315,285.5463,48.410851,131.97829,1.0,0,1,-0.45022090489271616,0.5596157879354227,7.755338812846501
FALSE POSITIVE,8672910,K00918.02,FALSE POSITIVE,0.0,0,0,0,0,5.71489488,0.0125,2.0705,292.5,1.41,908.0,160.68,21.2,5552.0,4.555,0.833,15.011,283.97751,44.811562,134.87432,1.0,0,0,1.7430759033768204,0.34358970439007686,6.811244378601294
FALSE POSITIVE,3233043,K00966.02,FALSE POSITIVE,0.0,0,0,0,0,7.76967007,0.67525,4.74,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,13.787,290.91119,38.335579,133.0900444,1.0,0,0,2.0502277014445562,2.1938856760707046,7.049688774870804
FALSE POSITIVE,7269493,K01961.02,FALSE POSITIVE,0.0,0,0,0,0,76.642481,0.1653,5.476,64.5,1.36,542.0,20.44,7.6,5537.0,3.949,1.714,12.852,287.57117,42.813919,143.224,1.0,0,0,4.339151505268076,0.3074846997479607,6.295266001439646
CANDIDATE,9634821,K02037.02,CANDIDATE,1.0,0,0,0,0,5.47715718,0.244,1.3849,568.4,2.17,892.0,149.23,16.7,5029.0,4.429,0.93,15.213,284.34274,46.316551,352.84857,2.0,0,0,1.70058620358224,0.7747271675523681,6.79346613258001
FALSE POSITIVE,8753896,K02473.02,FALSE POSITIVE,0.0,0,0,0,0,73.45736853,0.67525,5.28,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.77,291.95999,44.900021,373.2353172,1.0,0,0,4.296705217942119,2.1938856760707046,7.049688774870804
FALSE POSITIVE,11074835,K02533.02,FALSE POSITIVE,0.0,0,0,0,0,9.49361221,0.67525,6.52,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,13.274,286.71564,48.645279,136.1777807,1.0,0,0,2.2506191734975682,2.1938856760707046,7.049688774870804
FALSE POSITIVE,10812504,K02570.02,FALSE POSITIVE,0.0,0,0,0,0,4.4296786,0.67525,1.96,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.577,297.29269,48.11438,133.1491002,1.0,0,0,1.4883270306350407,2.1938856760707046,7.049688774870804
FALSE POSITIVE,9827149,K02586.02,FALSE POSITIVE,0.0,0,0,0,0,5.9703813,0.8826,0.669,210.3,1.69,981.0,218.94,5.5,5825.0,4.504,0.965,15.545,290.17618,46.698341,356.5416,1.0,0,0,1.7868107947116845,0.5247285289349821,6.8885724595653635
CANDIDATE,9602613,K02612.02,CANDIDATE,0.952,0,0,0,0,7.57299816,0.411,2.645,30.2,0.53,875.0,138.36,10.9,5495.0,4.442,0.961,11.83,297.14883,46.296951,131.94317,2.0,0,0,2.0245890471632157,-0.6348782724359695,6.774223886357614
FALSE POSITIVE,7584650,K02631.02,FALSE POSITIVE,0.0,0,0,0,0,3.95383243,0.67525,2.37,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,13.468,282.23969,43.244049,133.4182993,1.0,0,0,1.3746853439818856,2.1938856760707046,7.049688774870804
CONFIRMED,9758089,K01871.02,CANDIDATE,1.0,0,0,0,0,32.376183,0.896,4.4639,745.4,2.26,392.0,5.61,34.2,4580.0,4.641,0.675,14.897,285.25366,46.582191,150.41557,2.0,1,0,3.477423059892653,0.8153648132841944,5.971261839790462
CONFIRMED,10005758,K01783.02,CANDIDATE,0.991,0,0,0,0,284.063137,0.888,8.297,1628.1,6.36,321.0,2.51,53.5,5791.0,4.185,1.336,13.929,289.34143,46.988239,200.83619,2.0,1,0,5.64919652683353,1.8500283773520307,5.771441123130016
FALSE POSITIVE,9823564,K02940.01,FALSE POSITIVE,0.0,0,0,0,0,129.68366098,0.67525,7.86,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.705,288.28134,46.637909,244.8914,1.0,0,0,4.86509810790494,2.1938856760707046,7.049688774870804
FALSE POSITIVE,9532424,K02941.01,FALSE POSITIVE,0.0,0,0,1,1,4.30908594,0.871,1.52,160.8,1.62,1172.0,445.13,17.0,5754.0,4.348,1.097,14.562,294.29269,46.159409,134.70804,1.0,0,1,1.4607258027374384,0.4824261492442928,7.066466970136958
FALSE POSITIVE,9950316,K02947.01,FALSE POSITIVE,0.0,0,0,0,0,57.104588,0.087,11.5,144.3,0.98,425.0,7.74,9.3,5637.0,4.564,0.821,14.54,291.38715,46.88168,151.083,1.0,0,0,4.044884463696752,-0.020202707317519466,6.052089168924417
FALSE POSITIVE,6028860,K02950.01,FALSE POSITIVE,0.0,0,1,0,0,0.422015793,1.017,1.23416,1291.9,6.69,2136.0,4962.18,304.4,5614.0,4.587,0.777,14.403,286.92056,41.371151,131.747838,1.0,0,1,-0.862712541475776,1.900613874140137,7.666690200080086
FALSE POSITIVE,6778019,K02953.01,FALSE POSITIVE,0.0,0,1,1,1,0.945825494,0.522,1.8496,104.7,1.14,1989.0,3715.61,22.1,6116.0,4.44,1.084,14.762,292.01581,42.286572,131.62223,1.0,0,1,-0.05569719417687491,0.131028262406404,7.5953872788539725
FALSE POSITIVE,4571536,K02954.01,FALSE POSITIVE,0.0,0,1,0,0,0.676715927,0.652,0.63,264.5,1.29,1735.0,2135.8,14.5,5334.0,4.56,0.733,15.713,294.34518,39.683929,131.7606,1.0,0,1,-0.39050369974193,0.25464221837358075,7.45876269238096
CANDIDATE,10904004,K02957.01,CANDIDATE,0.908,0,0,0,0,4.64490141,0.058,2.456,106.4,0.76,832.0,113.62,11.7,4786.0,4.54,0.77,14.48,282.34305,48.340778,133.67436,1.0,0,0,1.5357701470674596,-0.2744368457017603,6.723832440821209
FALSE POSITIVE,3336283,K02974.01,FALSE POSITIVE,0.0,1,0,1,0,0.576441813,0.061,2.027,60.8,0.82,2471.0,8812.63,21.2,6459.0,4.425,1.038,13.883,289.82767,38.442619,131.68331,1.0,0,1,-0.5508808758500359,-0.19845093872383832,7.81237820598861
FALSE POSITIVE,5695904,K02983.01,FALSE POSITIVE,0.0,0,1,1,0,0.423854275,0.449,1.0198,235.3,0.58,1062.0,301.79,33.3,3553.0,4.887,0.368,15.586,288.71979,40.986141,132.19107,1.0,0,1,-0.858365573863216,-0.5447271754416722,6.967909201801884
FALSE POSITIVE,1725415,K02988.01,FALSE POSITIVE,0.0,0,0,0,0,2.43731228,0.67525,1.89,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,14.513,292.3407,37.279861,132.06982,1.0,0,0,0.8908959075908528,2.1938856760707046,7.049688774870804
FALSE POSITIVE,11304987,K02993.01,FALSE POSITIVE,0.0,0,1,1,0,0.692693892,1.265,1.2804,1433.7,32.44,2050.0,4160.84,146.7,5907.0,4.49,0.964,15.417,295.56525,49.073139,131.804922,1.0,0,1,-0.3671670916624406,3.479392229247212,7.6255950721324535
FALSE POSITIVE,11709423,K03001.01,FALSE POSITIVE,0.0,0,1,1,0,0.768934934,0.989,1.216,846.8,4.09,1713.0,2026.85,58.9,5390.0,4.535,0.777,15.503,289.92453,49.882469,131.740302,1.0,0,1,-0.2627489242395762,1.4085449700547104,7.44600149832412
FALSE POSITIVE,8758136,K03006.01,FALSE POSITIVE,0.256,0,0,1,0,0.998212785,0.436,2.489,118.8,1.1,1888.0,2998.77,18.8,6072.0,4.47,0.988,15.544,293.61337,44.975422,131.81898,1.0,0,1,-0.0017888139741525266,0.09531017980432493,7.543273346705446
CONFIRMED,12405333,K03009.01,CANDIDATE,0.986,0,0,0,0,0.764863517,0.235,1.16,150.2,1.04,1733.0,2145.14,13.6,5231.0,4.476,0.86,15.168,290.08478,51.208599,132.13343,1.0,1,0,-0.26805787022273364,0.03922071315328133,7.457609289715606
FALSE POSITIVE,10617638,K03016.01,FALSE POSITIVE,0.001,0,0,1,0,0.710894157,0.134,1.0183,122.6,1.16,2098.0,4599.89,18.9,5862.0,4.424,1.049,14.55,297.94925,47.816399,132.05192,1.0,0,1,-0.34123172523928985,0.14842000511827322,7.6487397889562425
FALSE POSITIVE,12833566,K03024.01,FALSE POSITIVE,0.0,0,0,0,0,0.537839241,0.2589,2.169,23.5,1.49,4061.0,64294.62,12.4,6456.0,3.659,3.03,10.923,289.46765,52.19809,131.58521,1.0,0,0,-0.6201955720227085,0.3987761199573678,8.309184527686298
FALSE POSITIVE,9153554,K03044.01,FALSE POSITIVE,0.022,0,0,1,0,0.373684977,0.86,0.9621,456.8,2.25,2490.0,9009.0,53.8,5970.0,4.521,0.908,15.688,291.38965,45.527168,131.963342,1.0,0,1,-0.9843421439945138,0.8109302162163288,7.820037989458753
FALSE POSITIVE,8161830,K03046.01,FALSE POSITIVE,0.0,0,0,0,0,1.10118564,0.67525,5.2,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,13.308,290.41016,44.063541,132.61692,1.0,0,0,0.09638745388163816,2.1938856760707046,7.049688774870804
FALSE POSITIVE,6461850,K03054.01,FALSE POSITIVE,0.0,0,1,1,0,0.544962596,0.459,1.085,247.9,1.03,1719.0,2074.18,18.3,5257.0,4.675,0.639,15.966,297.10153,41.876862,131.52348,1.0,0,1,-0.6070381178667816,0.02955880224154443,7.449498005382849
FALSE POSITIVE,7613246,K03062.01,FALSE POSITIVE,0.0,0,0,1,0,0.769127296,0.067,0.998,114.6,0.9,1917.0,3179.14,17.0,6024.0,4.561,0.831,14.98,293.57123,43.28648,131.56425,1.0,0,1,-0.262498788715472,-0.10536051565782628,7.558516743045645
FALSE POSITIVE,11551715,K03076.01,FALSE POSITIVE,0.0,0,0,0,0,225.56791218,0.67525,6.31,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.333,287.62094,49.584629,262.51086,1.0,0,0,5.418621276263115,2.1938856760707046,7.049688774870804
CONFIRMED,2715695,K03077.01,CANDIDATE,1.0,0,0,0,0,4.09578199,0.752,1.704,405.5,1.64,851.0,124.3,11.9,4791.0,4.577,0.742,15.958,292.03348,37.974548,131.61992,1.0,1,0,1.4099576612230447,0.494696241836107,6.7464121285733745
CONFIRMED,11442793,K00351.04,CANDIDATE,0.971,0,0,0,0,91.9401253,0.025,9.195,482.9,2.62,450.0,9.71,34.4,5970.0,4.317,1.2,13.804,284.4335,49.305161,134.3,4.0,1,0,4.521137553222487,0.9631743177730056,6.1092475827643655
FALSE POSITIVE,6312171,K03079.01,FALSE POSITIVE,0.0,0,0,0,0,92.57337995,0.67525,8.45,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.181,298.81332,41.627468,171.1309675,1.0,0,0,4.5280016267815775,2.1938856760707046,7.049688774870804
FALSE POSITIVE,10665043,K03080.01,FALSE POSITIVE,0.0,0,0,0,0,185.0097245,0.67525,17.96,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,15.647,291.63528,47.932018,307.67922,1.0,0,0,5.220408388561705,2.1938856760707046,7.049688774870804
CONFIRMED,12352520,K03094.01,CANDIDATE,1.0,0,0,0,0,4.5770016,0.327,0.949,710.0,1.33,567.0,24.38,18.0,3805.0,4.767,0.497,15.737,288.87436,51.154121,132.09921,1.0,1,0,1.5210441112454007,0.28517894223366247,6.340359303727752
CONFIRMED,7455981,K03096.01,CANDIDATE,0.941,0,0,0,0,14.4540329,0.522,7.183,79.7,0.72,676.0,49.51,17.2,5559.0,4.496,0.79,13.572,294.95102,43.012428,135.4521,1.0,1,0,2.6709734690447213,-0.3285040669720361,6.516193076042964
FALSE POSITIVE,7107561,K03100.01,FALSE POSITIVE,0.0,0,1,1,1,0.812587678,0.515,1.1144,62.9,1.54,2717.0,12840.3,21.7,6143.0,4.009,1.877,13.429,288.49313,42.692478,131.56261,1.0,0,1,-0.20753145921564378,0.43178241642553783,7.907283609426348
CANDIDATE,9605552,K03102.01,CANDIDATE,0.0,0,0,0,0,9.3210841,0.0815,1.81,294.2,0.61,394.0,5.67,6.1,3773.0,4.925,0.35,15.983,297.96048,46.227921,138.09946,1.0,0,0,2.2322789416753723,-0.4942963218147801,5.976350909297934
FALSE POSITIVE,11237332,K03103.01,FALSE POSITIVE,0.0,0,0,0,0,19.3073774,0.0275,3.437,31.7,1.21,1054.0,292.25,6.6,6131.0,3.776,2.142,12.506,288.27991,48.950523,139.1411,1.0,0,0,2.960487271577079,0.1906203596086497,6.960347729101308
FALSE POSITIVE,8669092,K00068.01,FALSE POSITIVE,0.0,1,0,0,0,1.000840564,1.165,1.3292,2714.4,80.25,3367.0,30248.83,73.2,6287.0,3.558,3.177,12.733,281.89307,44.827461,121.293771,3.0,0,1,0.0008402109239224472,4.385146762010125,8.121777419161074
CONFIRMED,5474613,K01599.02,CANDIDATE,0.989,0,0,0,0,13.6164547,1.19,5.175,376.1,22.29,755.0,76.81,22.6,5823.0,4.472,0.972,14.802,298.37384,40.61842,140.93263,2.0,1,0,2.6112789658092734,3.1041381473977774,6.626717749249025
CONFIRMED,9823519,K02793.02,CANDIDATE,0.999,0,0,0,0,1.766789509,0.066,1.3345,1009.8,1.4,730.0,66.95,26.7,3698.0,4.81,0.444,16.283,288.25058,46.679611,133.08336,2.0,1,0,0.5691640628688583,0.3364722366212129,6.593044534142437
CANDIDATE,2715695,K03077.02,CANDIDATE,0.976,0,0,0,0,7.55842923,0.619,2.91,361.1,1.46,694.0,54.85,10.3,4791.0,4.577,0.742,15.958,292.03348,37.974548,137.9981,2.0,0,0,2.0226633947939496,0.37843643572024505,6.542471960506805
CONFIRMED,10587105,K00339.03,CANDIDATE,1.0,0,0,0,0,35.8656484,0.963,8.035,250.9,2.44,633.0,37.92,26.2,6078.0,4.29,1.189,13.763,285.88837,47.880379,135.92374,3.0,1,0,3.5797799683219886,0.8919980393051105,6.450470422144176
CONFIRMED,8558011,K00577.02,CANDIDATE,1.0,0,0,0,0,0.638162933,0.092,1.2313,109.7,0.91,1874.0,2928.31,17.6,5244.0,4.449,0.888,14.405,291.05722,44.632381,131.74826,2.0,1,0,-0.44916164736374964,-0.09431067947124129,7.535830462798367
FALSE POSITIVE,7885494,K07854.01,FALSE POSITIVE,0.0,0,1,1,1,1.72929014,0.089,3.609,84.5,0.86,1497.0,1187.75,9.6,5910.0,4.505,0.94,15.659,289.94556,43.665932,132.5562,1.0,0,1,0.5477110006044613,-0.15082288973458366,7.311218384419629
FALSE POSITIVE,5281714,K05148.01,FALSE POSITIVE,0.0,1,0,0,0,40.301684,0.5721,1.398,374.8,2.38,623.0,35.6,6.6,6429.0,4.372,1.177,15.269,293.74628,40.41774,166.83148,1.0,0,1,3.696393254680098,0.8671004876833833,6.434546518787453
CANDIDATE,5283728,K05149.01,CANDIDATE,0.999,0,0,0,0,43.681309,0.257,12.37,258.0,1.33,473.0,11.86,9.8,5726.0,4.564,0.829,15.649,294.27399,40.462078,168.9218,1.0,0,0,3.7769202989363375,0.28517894223366247,6.159095388491933
FALSE POSITIVE,5289857,K05150.01,FALSE POSITIVE,1.0,0,0,1,0,26.524553,0.218,2.359,174.5,2.19,695.0,55.06,10.2,4995.0,3.954,1.703,13.681,295.78586,40.479771,156.16784,1.0,0,1,3.2780708323316596,0.7839015438284094,6.543911845564792
FALSE POSITIVE,5303185,K05151.01,FALSE POSITIVE,0.0,1,0,0,0,26.1537851,0.2437,1.802,228.6,1.47,631.0,37.53,6.2,6091.0,4.487,0.967,14.833,298.51175,40.459469,145.2879,1.0,0,1,3.263993925734181,0.3852624007906449,6.447305862541213
FALSE POSITIVE,5308777,K05152.01,FALSE POSITIVE,0.0,0,0,1,0,0.944598153,1.012,4.018,200.9,37.61,4190.0,72795.2,35.3,4877.0,2.839,9.214,13.199,299.5773,40.498508,132.2327,1.0,0,1,-0.0569956768470372,3.627269972482245,8.340456012916183
FALSE POSITIVE,5364090,K05153.01,FALSE POSITIVE,0.0,1,0,0,0,354.63284,0.3134,2.227,280.9,0.9,152.0,0.13,6.5,4206.0,4.703,0.535,13.357,292.29816,40.52459,178.4349,1.0,0,1,5.871083000745056,-0.10536051565782628,5.0238805208462765
FALSE POSITIVE,5370944,K05154.01,FALSE POSITIVE,0.0,1,0,0,0,35.40103336,0.67525,1.75,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,13.994,294.22009,40.592232,135.1605852,1.0,0,1,3.566741010674133,2.1938856760707046,7.049688774870804
CANDIDATE,5374838,K05155.01,CANDIDATE,0.953,0,0,0,0,230.180357,0.102,13.436,3689.3,7.57,347.0,3.41,64.0,6313.0,4.364,1.246,15.469,295.21255,40.516911,230.05245,1.0,0,0,5.438863162499261,2.0241930674493576,5.849324779946859
FALSE POSITIVE,6364143,K05272.01,FALSE POSITIVE,0.0,1,0,1,1,5.2433865,0.489,12.472,65.4,0.75,1038.0,274.95,19.2,6011.0,4.522,0.902,14.579,291.85382,41.764042,132.786,1.0,0,1,1.6569675682108085,-0.2876820724517809,6.945051063725834
FALSE POSITIVE,6364307,K05273.01,FALSE POSITIVE,0.0,0,0,1,1,5.2435703,1.145,15.864,228.5,12.68,890.0,148.79,25.1,5558.0,4.621,0.722,15.829,291.91058,41.75098,132.7496,1.0,0,1,1.6570026212778755,2.5400259490090797,6.7912214627261855
CANDIDATE,6366559,K05274.01,CANDIDATE,0.325,0,0,0,0,55.7583803,0.01,2.497,132.7,1.59,537.0,19.6,9.0,5413.0,4.107,1.403,12.746,292.633,41.749222,160.0006,1.0,0,0,4.021027718325928,0.4637340162321402,6.285998094508865
CANDIDATE,6367663,K05275.01,CANDIDATE,0.0,0,0,0,0,3.781123,0.004,8.15,90.4,1.16,1421.0,962.72,9.0,6318.0,4.247,1.216,14.531,292.99493,41.712749,135.204,1.0,0,0,1.3300210554561067,0.14842000511827322,7.259116128097101
CANDIDATE,6368905,K05276.01,CANDIDATE,0.193,0,0,0,0,220.720142,0.113,8.186,862.5,2.0,235.0,0.72,12.0,5150.0,4.634,0.696,15.827,293.36475,41.788891,303.8527,1.0,0,0,5.396895573257863,0.6931471805599453,5.459585514144159
FALSE POSITIVE,6369548,K05277.01,FALSE POSITIVE,0.0,1,0,0,0,634.84739,0.565,16.186,542.6,20.5,464.0,10.97,15.7,5048.0,2.978,8.611,12.532,293.56754,41.763981,248.0735,1.0,0,1,6.453384639299977,3.0204248861443626,6.139884552226255
CANDIDATE,6372194,K05278.01,CANDIDATE,0.996,0,0,0,0,281.5921577,0.641,5.673,9312.0,7.22,225.0,0.61,76.0,5330.0,4.627,0.713,15.87,294.33594,41.747532,261.81786,1.0,0,0,5.64045977481939,1.9768549529047348,5.41610040220442
CANDIDATE,6387557,K05279.01,CANDIDATE,0.765,0,0,0,0,103.722152,0.017,6.061,296.9,1.95,414.0,6.92,9.4,5784.0,4.33,1.143,14.775,298.11356,41.712749,176.0727,1.0,0,0,4.6417157086233685,0.6678293725756554,6.025865973825314
FALSE POSITIVE,3098843,K03376.01,FALSE POSITIVE,0.0,0,0,1,0,29.9756697,0.8708,2.987,258.0,1.84,591.0,28.85,12.0,5893.0,4.462,0.986,14.372,286.23264,38.202888,135.45089,1.0,0,1,3.4003860426156267,0.6097655716208943,6.3818160174060985
FALSE POSITIVE,3958301,K03381.02,FALSE POSITIVE,0.0,1,1,1,0,387.56519,0.916,13.28,1083.0,4.02,271.0,1.28,11.8,6289.0,4.454,1.02,15.598,292.55002,39.023811,269.7929,2.0,0,1,5.959884066902006,1.3912819026309295,5.602118820879701
FALSE POSITIVE,5353137,K03447.01,FALSE POSITIVE,0.0,0,0,1,0,31.5073649,0.774,7.362,330.5,0.74,253.0,0.97,15.4,3554.0,4.888,0.37,15.327,288.89194,40.563141,159.1203,1.0,0,1,3.450221324852349,-0.3011050927839216,5.53338948872752
FALSE POSITIVE,4932689,K03453.01,FALSE POSITIVE,0.0,0,0,1,1,18.1118457,1.235,6.309,328.7,31.25,803.0,98.09,10.8,6434.0,4.394,1.138,15.558,294.23987,40.012131,134.7252,1.0,0,1,2.896566182770703,3.4420193761824107,6.688354713946762
CANDIDATE,5294945,K03463.01,CANDIDATE,0.854,0,0,0,0,32.5474295,0.709,6.945,157.1,1.42,618.0,34.42,11.3,6068.0,4.384,1.061,14.564,296.87976,40.45536,133.6742,1.0,0,0,3.482698394722087,0.35065687161316933,6.42648845745769
CONFIRMED,7742408,K03478.01,CANDIDATE,0.998,0,0,0,0,33.4969115,0.961,4.833,163.5,2.97,630.0,37.3,13.2,4928.0,3.966,1.688,13.354,287.66339,43.471451,163.7638,1.0,1,0,3.5114532405510395,1.0885619528146082,6.4457198193855785
CANDIDATE,3968809,K05030.01,CANDIDATE,0.0,0,0,0,0,411.8969,0.4026,6.203,502.8,2.61,279.0,1.43,8.5,6362.0,4.408,1.144,14.452,295.18872,39.01865,379.0087,1.0,0,0,6.020773075315146,0.959350221334602,5.631211781821365
FALSE POSITIVE,3970397,K05031.01,FALSE POSITIVE,0.0,1,0,0,0,34.33339948,0.67525,2.45,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,12.152,295.51279,39.08849,152.0693144,1.0,0,1,3.536118626161612,2.1938856760707046,7.049688774870804
FALSE POSITIVE,3973549,K05032.01,FALSE POSITIVE,0.0,0,1,1,0,1.389947459,0.437,1.193,1213.8,3.39,1665.0,1816.13,136.4,5999.0,4.461,0.95,14.293,296.10361,39.056221,132.266549,1.0,0,1,0.3292659471476141,1.220829921392359,7.417580402414544
CANDIDATE,3974928,K05033.01,CANDIDATE,0.0,0,0,0,0,127.671711,0.2999,2.637,450.1,5.52,519.0,17.13,8.0,4985.0,3.534,2.633,13.832,296.35797,39.078579,227.0906,1.0,0,0,4.849462211481315,1.7083778602890038,6.251903883165888
FALSE POSITIVE,4058169,K05034.01,FALSE POSITIVE,0.0,0,1,0,0,282.5363563,1.227,10.3088,29233.0,70.53,360.0,3.98,854.1,6401.0,4.175,1.41,13.252,291.8476,39.143566,241.528666,1.0,0,1,5.643807237173278,4.256038151220088,5.886104031450156
CANDIDATE,4063943,K05035.01,CANDIDATE,0.0,0,0,0,0,115.23145073,0.3584,2.01,242.3,1.74,692.0,54.13,11.0,5746.0,4.438,1.004,15.879,293.29913,39.188389,211.6353632,1.0,0,0,4.746942720810423,0.5538851132264376,6.539585955617669
FALSE POSITIVE,4068391,K05036.01,FALSE POSITIVE,0.0,1,0,0,0,289.490952,0.1458,3.91,773.0,2.87,290.0,1.66,6.6,5978.0,4.408,1.032,15.14,294.40005,39.171589,363.4177,1.0,0,1,5.668124042638627,1.0543120297715298,5.66988092298052
CANDIDATE,4071638,K05037.01,CANDIDATE,0.0,0,0,0,0,349.58811,0.1899,5.052,373.3,134.79,1351.0,787.87,11.6,3860.0,0.949,74.32,12.989,295.16342,39.180187,183.0587,1.0,0,0,5.856755632905534,4.903718011750178,7.208600337960199
CANDIDATE,5390913,K05156.01,CANDIDATE,0.0,0,0,0,0,1.680254289,0.7314,12.585,51633.0,30.88,1996.0,3753.6,178.7,6423.0,4.121,1.246,12.075,298.7175,40.541969,131.898828,1.0,0,0,0.5189451444610202,3.4301087251565754,7.59890045687141
FALSE POSITIVE,5391911,K05157.01,FALSE POSITIVE,0.558,0,0,1,0,0.782068488,0.279,1.239,115.7,21.02,6169.0,343029.57,4.1,4475.0,2.113,20.237,11.378,298.89673,40.578529,131.8940201,1.0,0,1,-0.24581296170911976,3.045474365448805,8.72729202920964
CANDIDATE,5394585,K05158.01,CANDIDATE,0.0,0,0,0,0,151.13008,0.0529,3.49,358.0,4.41,578.0,26.4,4.6,6768.0,3.844,2.302,11.867,299.38071,40.535671,278.463,1.0,0,0,5.018140922927485,1.4838746894587547,6.359573868672378
FALSE POSITIVE,5397106,K05159.01,FALSE POSITIVE,0.0,1,0,0,0,440.65087204,0.67525,4.07,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,14.95,299.84723,40.507771,421.7840447,1.0,0,1,6.088252888529301,2.1938856760707046,7.049688774870804
CANDIDATE,5425643,K05160.01,CANDIDATE,0.0,0,0,0,0,258.63797782,0.3584,7.11,242.3,1.74,692.0,54.13,11.0,5746.0,4.438,1.004,15.594,282.9101,40.646519,385.721676,1.0,0,0,5.555429314874395,0.5538851132264376,6.539585955617669
FALSE POSITIVE,5425908,K05161.01,FALSE POSITIVE,0.0,1,0,0,0,289.76961138,0.67525,3.19,575.95,8.97,1152.5,424.01,34.25,5867.0,4.431,1.01,12.714,283.03632,40.644989,194.4183952,1.0,0,1,5.669086163725792,2.1938856760707046,7.049688774870804
CANDIDATE,5428199,K05162.01,CANDIDATE,0.0,0,0,0,0,628.15844,0.2733,12.144,502.3,0.95,101.0,0.03,14.7,3697.0,4.829,0.423,13.347,284.19696,40.641251,152.9787,1.0,0,0,6.4427924276413036,-0.05129329438755058,4.61512051684126
